sample_collect_date,2021-09-14,2021-09-21,2021-09-28,2021-10-05,2021-10-12,2021-10-19,2021-10-26,2021-11-02,2021-11-09,2021-11-16,2021-11-23,2021-11-30,2021-12-07,2021-12-14,2021-12-21,2021-12-28,2022-01-04,2022-01-11,2022-01-18,2022-01-25,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-26,,,,,,,,,,,9.317391348240847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-02,,,,,,,,,,,9.24068472910294,9.26530183121085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09,,,,,,,,,,,9.163978109965033,9.18414267764711,9.122028610834057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-16,,,,,,,,,,,9.087271490827124,9.102983524083367,9.094212205395241,9.003983729879536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-23,,,,,,,,,,,9.010564871689217,9.021824370519626,9.066395799956423,9.036321584162797,8.97079203534083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30,,,,,,,,,,,,8.940665216955885,9.038579394517607,9.068659438446057,9.02779582892648,8.965854005559084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,,,,,,,,,,,,,9.010762989078788,9.100997292729318,9.084799622512131,9.074147701671862,8.994889289360753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14,,,,,,,,,,,,,,9.133335147012579,9.14180341609778,9.182441397784642,9.179323758830005,9.048150851197521,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,,,,,,,,,,,,,,,9.19880720968343,9.29073509389742,9.363758228299258,9.311249949003438,9.240885778239283,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,,,,,,,,,,9.399028790010199,9.54819269776851,9.574349046809354,9.501676854973375,9.638683940438714,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,,,,,,,,,,,9.732627167237764,9.837448144615271,9.762467931707468,9.799704886202576,9.968591218771255,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,,,,,,,,,,,,10.100547242421188,10.02325900844156,9.960725831966439,10.039915425493836,10.090483455236196,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,,,,,,,,,,,,,,,,,,,10.284050085175654,10.121746777730301,10.111239632216419,10.15619852358133,10.105980135729816,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,,,10.282767723494162,10.182563838939,10.221913591926464,10.190725349293126,10.24608693483929,,,,,,,,,,,,,,,,,,,,,
2022-02-01,,,,,,,,,,,,,,,,,,,,,10.253888045661583,10.287628660271597,10.275470562856436,10.261415801041318,10.415651752579098,,,,,,,,,,,,,,,,,,,,
2022-02-08,,,,,,,,,,,,,,,,,,,,,,10.35334372861673,10.360215776419746,10.276744667243346,10.320937449391032,10.48147881568865,,,,,,,,,,,,,,,,,,,
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,10.444960989983057,10.292073533445373,10.226223146202965,10.317612145175607,10.346826656712295,,,,,,,,,,,,,,,,,,
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,10.307402399647401,10.131508843014899,10.153745474662562,10.178463265211056,10.088035614874538,,,,,,,,,,,,,,,,,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,10.036794539826833,9.98987880414952,10.010099873709816,9.9731908044896,9.922735720049712,,,,,,,,,,,,,,,,
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.826012133636477,9.841736482208576,9.858345994104658,9.832133710894627,9.908248776621347,,,,,,,,,,,,,,,
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,9.673373090707337,9.743501183719719,9.741531701739541,9.750352679093389,9.776406944831196,,,,,,,,,,,,,,
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62865637333478,9.650929692584457,9.592456581565433,9.611338271410206,9.547156312567303,,,,,,,,,,,,,
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.560327683429371,9.434560484037474,9.446269597989216,9.461718746260077,9.324726073996876,,,,,,,,,,,,
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.276664386509516,9.281200924568227,9.376281179952853,9.317330667122777,9.105487108686514,,,,,,,,,,,
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.116132251147235,9.290843613645627,9.309935260248677,9.180387903841153,9.14433286342713,,,,,,,,,,
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.119968481031176,9.295144446500478,9.330189494150432,9.30303684246697,9.294205354306156,,,,,,,,,
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.287749039626378,9.40509028930507,9.382388831986889,9.385258262612739,9.3385637872333,,,,,,,,
