sample_collect_date,2021-09-14,2021-09-21,2021-09-28,2021-10-05,2021-10-12,2021-10-19,2021-10-26,2021-11-02,2021-11-09,2021-11-16,2021-11-23,2021-11-30,2021-12-07,2021-12-14,2021-12-21,2021-12-28,2022-01-04,2022-01-11,2022-01-18,2022-01-25,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.479991084459709,9.46174082150681,9.47631117091932,9.484196061402951,9.401677931820446,,,,,,,
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54109281102673,9.567364079225904,9.629828335572602,9.598713953606703,9.507477276838491,,,,,,
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.658416987532487,9.775460609742254,9.795749975392962,9.735264385094839,9.796844084033731,,,,,
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.921092883911903,9.992785997179219,9.963051493351184,9.971207904548866,10.12191788294713,,,,
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.189822018965476,10.190838601607531,10.145571725064,10.199736685464474,10.28479125594867,,,
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.418625709863878,10.319935545579135,10.277555487981818,10.31550373115273,10.391473394060354,,
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49429936609427,10.355374290499162,10.346216206356788,10.373411459197676,10.425127565817835,
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.433193093016506,10.376928681560846,10.355349524334999,10.37150787026127,10.389248473008786
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.407641156764905,10.337287589472323,10.317888174704706,10.328569151110019
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.319225654609646,10.26426847914814,10.267889829211251
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.210648783591575,10.207210507312482
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.146531185413714
