sample_collect_date,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-25,2023-05-08,2023-05-15,2023-05-22,2023-05-30,2023-06-05,2023-06-12,2023-06-20,2023-06-26,2023-07-05,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-08,2023-08-14,2023-08-21,2023-08-28,2023-09-05
2023-03-13,,,11.738058894119938,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,,,11.605160084514651,10.961666107519092,,,,,,,,,,,,,,,,,,,,,
2023-03-27,,,11.472261274909364,11.516560878111127,11.947165140450176,,,,,,,,,,,,,,,,,,,,
2023-04-03,,,,12.071455648703163,11.765141894617095,11.917061683096163,,,,,,,,,,,,,,,,,,,
2023-04-10,,,,,11.583118648784014,11.461302317658957,11.291579147761647,,,,,,,,,,,,,,,,,,
2023-04-17,,,,,,11.00554295222175,11.40784403006933,11.456293740854019,,,,,,,,,,,,,,,,,
2023-04-25,,,,,,,11.540718181278109,10.965205386868167,11.504641426908986,,,,,,,,,,,,,,,,
2023-05-08,,,,,,,,10.16718681164116,10.551227969176896,9.851806328676876,,,,,,,,,,,,,,,
2023-05-15,,,,,,,,,10.037851491936541,10.51837191312455,10.677323192753576,,,,,,,,,,,,,,
2023-05-22,,,,,,,,,,11.184937497572225,10.834152014287625,11.274088513427111,,,,,,,,,,,,,
2023-05-30,,,,,,,,,,,11.01338495318368,10.677473329479042,10.500206512496964,,,,,,,,,,,,
2023-06-05,,,,,,,,,,,,10.23001194151799,10.769127336798256,10.37552119701589,,,,,,,,,,,
2023-06-12,,,,,,,,,,,,,11.082868298483096,10.926997165023572,11.430450258076785,,,,,,,,,,
2023-06-20,,,,,,,,,,,,,,11.557255414175208,11.218333734892566,11.235354781574703,,,,,,,,,
2023-06-26,,,,,,,,,,,,,,,11.059246342504402,11.173227262204591,11.036990392686924,,,,,,,,
2023-07-05,,,,,,,,,,,,,,,,11.080035983149426,11.009698891905058,10.988790230824081,,,,,,,
2023-07-10,,,,,,,,,,,,,,,,,10.994536947026244,11.186420164836491,11.079726727723578,,,,,,
2023-07-17,,,,,,,,,,,,,,,,,,11.463102072453866,11.224436042939889,11.481024415713199,,,,,
2023-07-24,,,,,,,,,,,,,,,,,,,11.369145358156201,11.392409592567313,11.306163460341107,,,,
2023-07-31,,,,,,,,,,,,,,,,,,,,11.303794769421428,11.187649162549661,11.265462270611048,,,
2023-08-08,,,,,,,,,,,,,,,,,,,,,11.05220425078801,11.276051499575958,10.995349581176542,,
2023-08-14,,,,,,,,,,,,,,,,,,,,,,11.283993421299643,11.387182646014743,11.643516580456836,
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,11.844321221659312,11.458790845026536,11.619041447766957
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,11.274065109596236,11.451255281774307
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,11.259499663496992
