sample_collect_date,2023-03-06,2023-03-08,2023-03-13,2023-03-15,2023-03-20,2023-03-22,2023-03-27,2023-03-29,2023-04-03,2023-04-05,2023-04-10,2023-04-12,2023-04-17,2023-04-19,2023-04-24,2023-04-26,2023-05-01,2023-05-03,2023-05-08,2023-05-10,2023-05-15,2023-05-17,2023-05-22,2023-05-24,2023-05-29,2023-05-31,2023-06-05,2023-06-07,2023-06-12,2023-06-14,2023-06-19,2023-06-21,2023-06-26,2023-06-28,2023-07-04,2023-07-05,2023-07-10,2023-07-12,2023-07-17,2023-07-19,2023-07-24,2023-07-26,2023-07-31,2023-08-02,2023-08-07,2023-08-09,2023-08-14,2023-08-16,2023-08-21,2023-08-23,2023-08-28,2023-08-30
2023-03-06,,,,,10.80655574477761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,,,,,10.702990503068971,10.800996487619932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,,,,,10.444077398797376,10.585473967889053,10.364134473987603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,,,,,10.340512157088737,10.499264959996701,10.303470038521175,10.272104206968736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,,,,,10.081599052817142,10.283742440265822,10.151808949855102,10.290459984768292,10.246966945506044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,,,,,,10.19753343237347,10.091144514388674,10.297802295888115,10.261597061392806,10.461393197289661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,,,,,,,9.939483425722603,10.31615807368767,10.298172351109711,10.291247354348446,10.334218255264824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,,,,,,,,10.323500384807494,10.312802466996473,10.223189017171958,10.213872014822048,10.846490272488984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,,,,,,,,,10.349377756713379,10.053043174230742,9.913006413715108,10.153488244138881,10.043709958646938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,,,,,,,,,,9.984984837054256,9.792660173272331,9.87628743279884,9.843788279080943,9.237982809695591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,,,,,,,,,,,9.49179457216539,9.183285404448737,9.34398408016596,9.382225748388077,9.039999375509815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,,,,,,,,,,,,8.906084593108696,9.144062400599966,9.43992292386507,9.170220585582667,9.112867108951328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,,,,,,,,,,,,,8.64425820168498,9.584165862557557,9.495773610764795,9.360585140611137,9.545277057126452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,,,,,,,,,,,,,,9.64186303803455,9.625994820837647,9.459672353275062,9.604437150691584,10.329335380121043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,,,,,,,,,,,,,,,9.951547846019777,9.707390384934872,9.752337384604415,9.945194137675944,9.652047329431896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,,,,,,,,,,,,,,,,9.806477597598795,9.811497478169548,9.791537640697904,9.609144783830274,9.290570330801177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,,,,,,,,,,,,,,,,,9.959397712082378,9.407396398252805,9.50188841982622,9.586426533954082,9.821950560312787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,,,,,,,,,,,,,,,,,,9.253739901274766,9.458985874224597,9.704769015215245,9.742742308641372,9.449239193546862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,,,,,,,,,,,,,,,,,,,9.351729510220542,10.00062521836815,9.54472167946283,9.465140669683288,9.936578852201952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,,,,,,,,,,,,,,,,,,,,10.118967699629312,9.465513427791414,9.471501260137858,9.805065259064206,10.057541960381192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,,,,,,,,,,,,,,,,,,,,,9.267492798612874,9.487402736274284,9.476281276219838,9.737791305162748,8.978164942184854,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,,,,,,,,,,,,,,,,,,,,,,9.493763326728853,9.344767683082091,9.609891043075372,9.09328002810443,9.369114355896254,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,9.015983700237724,9.290140387856928,9.38106774290337,9.556878354677218,9.356121202084847,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,9.162240125769552,9.496182828822946,9.631983954189606,9.480362915546541,9.91566362011503,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,9.783970543621885,9.81974795297057,9.790967199200779,9.77839790869783,9.856979639147601,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,9.894853552482957,9.915208912662473,9.72349162413095,9.821804634456308,9.995390201062209,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22581319631671,9.586225912713752,9.733867122728075,9.780387715216067,9.661260576935646,,,,,,,,,,,,,,,,,,,,,
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.531319628146871,9.698692118036783,9.69438672087761,9.613807402614276,9.140206602369952,,,,,,,,,,,,,,,,,,,,
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61075460630855,9.479384235031468,9.495174466810846,9.356840666646153,9.789471201423314,,,,,,,,,,,,,,,,,,,
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39338324069301,9.447721292489476,9.443494292356634,9.67072910431586,9.455527762149295,,,,,,,,,,,,,,,,,,
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.329088356686047,9.660128356632836,9.373873861547224,9.386228530312076,9.614351524493703,,,,,,,,,,,,,,,,,
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.746781982343316,9.25513176443977,9.358508837577189,9.486163049230909,9.723768984445348,,,,,,,,,,,,,,,,
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.958276521671136,9.289209605739968,9.165691861073926,9.2806261626831,8.769642753330386,,,,,,,,,,,,,,,
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26148991300508,9.037503385811132,9.103369033978202,8.853675827450148,8.87077879618007,,,,,,,,,,,,,,
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65293796002275,8.571597647863506,9.105775049809438,9.221037538298509,8.733074711341038,,,,,,,,,,,,,
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.482969083511056,9.14779158686932,9.279413995318249,8.838609821440443,8.841920688880759,,,,,,,,,,,,
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.357874272168726,9.571296280416947,9.366285371937465,9.498154540642696,10.276991572594035,,,,,,,,,,,
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.688049194456426,9.577355592136275,9.76064808134747,10.140324147284636,10.221153677527269,,,,,,,,,,
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1050311426333,10.416881933109408,9.798655584011138,9.966644963638535,9.931666956748648,,,,,,,,,
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.679375473814183,9.661988158701739,9.86484147808304,9.92084111308057,10.054563046430758,,,,,,,,
