sample_collect_date,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-25,2023-05-08,2023-05-15,2023-05-22,2023-05-30,2023-06-05,2023-06-12,2023-06-20,2023-06-26,2023-07-05,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-08,2023-08-14,2023-08-21,2023-08-28,2023-09-05
2023-03-13,,,11.566426315696264,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,,,11.467388029864509,11.51023520905091,,,,,,,,,,,,,,,,,,,,,
2023-03-27,,,11.368349744032756,11.491145388529103,11.379747718678527,,,,,,,,,,,,,,,,,,,,
2023-04-03,,,,11.472055568007299,11.406412439529355,11.585998313145417,,,,,,,,,,,,,,,,,,,
2023-04-10,,,,,11.433077160380183,11.316589339954525,11.258599832864173,,,,,,,,,,,,,,,,,,
2023-04-17,,,,,,11.047180366763632,11.204851312523692,11.036173271587355,,,,,,,,,,,,,,,,,
2023-04-25,,,,,,,11.143424432134571,11.214341637730088,11.266549812387098,,,,,,,,,,,,,,,,
2023-05-08,,,,,,,,11.503865232712032,11.381856995014886,11.537424513897026,,,,,,,,,,,,,,,
2023-05-15,,,,,,,,,11.44394547796831,11.291881058468782,11.28894127385626,,,,,,,,,,,,,,
2023-05-22,,,,,,,,,,11.04633760304054,11.155627635205212,10.988140287894371,,,,,,,,,,,,,
2023-05-30,,,,,,,,,,,11.003269191032585,11.1196217363304,11.030109874601388,,,,,,,,,,,,
2023-06-05,,,,,,,,,,,,11.218232822657422,11.323089485694377,11.443602924803706,,,,,,,,,,,
2023-06-12,,,,,,,,,,,,,11.66489903196953,11.329284485289604,11.75487658939426,,,,,,,,,,
2023-06-20,,,,,,,,,,,,,,11.19863484013063,10.89890249668321,10.628612254544677,,,,,,,,,
2023-06-26,,,,,,,,,,,,,,,10.256921927149921,10.845847448684417,10.281756950980979,,,,,,,,
2023-07-05,,,,,,,,,,,,,,,,11.171700239894028,11.164379190583286,11.567219093213016,,,,,,,
2023-07-10,,,,,,,,,,,,,,,,,11.654724879251235,11.255338749518996,11.211170830496677,,,,,,
2023-07-17,,,,,,,,,,,,,,,,,,10.81870626834737,11.262766746002413,10.911608476435113,,,,,
2023-07-24,,,,,,,,,,,,,,,,,,,11.314362661508149,11.210170863261338,11.4932227897354,,,,
2023-07-31,,,,,,,,,,,,,,,,,,,,11.508733250087563,11.49092426517121,11.318583128738837,,,
2023-08-08,,,,,,,,,,,,,,,,,,,,,11.488297379954991,11.575510753480922,11.72519046615206,,
2023-08-14,,,,,,,,,,,,,,,,,,,,,,11.768206472037486,11.479321364805832,11.676232782335111,
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,11.192474079901901,11.25054867339478,11.019633322509339
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,10.824864564454451,10.991570592034478
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,10.959498900063208
