sample_collect_date,2022-09-21,2022-09-28,2022-10-05,2022-10-12,2022-10-19,2022-10-26,2022-11-02,2022-11-09,2022-11-16,2022-11-30,2022-12-07,2022-12-14,2022-12-28,2023-01-04,2023-01-11,2023-01-18,2023-01-25,2023-02-01,2023-02-08,2023-02-15,2023-02-22,2023-03-01,2023-03-08,2023-03-15,2023-03-22,2023-03-29,2023-04-05,2023-04-12,2023-04-19,2023-05-03,2023-05-10,2023-05-17,2023-05-24,2023-05-31,2023-06-07,2023-06-14,2023-06-21,2023-06-28,2023-07-05,2023-07-12,2023-07-19,2023-07-26,2023-08-02,2023-08-09,2023-08-16,2023-08-23,2023-08-30
2022-09-21,,,,,11.499732304134499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,,,,,11.452773363757647,11.576761653057783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,,,,,11.405814423380793,11.466481624973976,11.447910706571633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,,,,,11.358855483003941,11.356201596890168,11.363435991190821,11.334355011157212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,,,,,11.311896542627087,11.245921568806361,11.278961275810008,11.318308700390755,11.070708767490894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,,,,,,11.135641540722553,11.194486560429196,11.302262389624296,11.175024032405801,11.194195557156641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02,,,,,,,11.110011845048383,11.286216078857839,11.279339297320707,11.259376362538019,11.313960556228245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,,,,,,,,11.27016976809138,11.383654562235614,11.324557167919396,11.355825376895114,11.401666467696094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,,,,,,,,,11.487969827150522,11.389737973300774,11.397690197561982,11.46332576646465,11.317097411041404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30,,,,,,,,,,11.520099584063528,11.481419838895716,11.586644364001756,11.568819258166531,11.4754839040846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,,,11.523284659562584,11.648303662770312,11.694680181729094,11.609453944205818,11.723121464512307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,,,,,,,,,,,,11.709962961538867,11.820541105291657,11.743423984327036,11.782753620320005,12.079371231758708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,,,,,,,,,,,,,12.072262952416782,12.011364064569472,11.902017931935399,11.9472166115349,12.11096244457388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,,,,,,,,,,,,,,12.14533410469069,11.961650087743097,11.881139301422996,11.980473729047995,11.872676732822546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-11,,,,,,,,,,,,,,,12.021282243550793,11.815061991311092,11.849985013522108,11.830856679481357,11.690462412381732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,,,,,,,,,,,,,,,,11.748984681199188,11.719496297996223,11.789036626140167,11.732437313897243,11.76834195566897,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,,,,,,,,,,,11.589007582470337,11.747216572798978,11.774412215412752,11.705958785076707,11.84214706862213,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,,,,,,,,,,,,11.70539651945779,11.816387116928263,11.643575614484442,11.72999848140614,11.903857435657356,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,,,,,,,,,,,,,11.858362018443772,11.58119244389218,11.61784989419015,11.692940877117532,11.620250191974652,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,,,,,,,,,,,,,,,,,,,,11.518809273299915,11.505701306974158,11.48202431857771,11.51171444853355,11.152912657118858,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,,,,,,,,,,,,,,,,,,,,,11.393552719758167,11.271107760037888,11.403178705092447,11.256927149244113,11.230614149351371,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,,,,,,,,,,11.060191201498064,11.294642961651345,11.360941641369369,11.350804835722663,11.2018268213594,,,,,,,,,,,,,,,,,,,,,
