sample_collect_date,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-25,2023-05-08,2023-05-15,2023-05-22,2023-05-30,2023-06-05,2023-06-12,2023-06-20,2023-06-26,2023-07-05,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-08,2023-08-14,2023-08-21,2023-08-28,2023-09-05
2023-03-13,,,,,11.53004444654784,,,,,,,,,,,,,,,,,,,,
2023-03-20,,,,,11.497277056451109,11.591133638906603,,,,,,,,,,,,,,,,,,,
2023-03-27,,,,,11.464509666354378,11.48106706559169,11.428104465589241,,,,,,,,,,,,,,,,,,
2023-04-03,,,,,11.431742276257646,11.371000492276776,11.362384132495869,11.351962670545639,,,,,,,,,,,,,,,,,
2023-04-10,,,,,11.398974886160914,11.260933918961863,11.296663799402495,11.344330070806631,11.18569554109703,,,,,,,,,,,,,,,,
2023-04-17,,,,,,11.15086734564695,11.230943466309123,11.336697471067625,11.230614201447288,11.179357236659909,,,,,,,,,,,,,,,
2023-04-25,,,,,,,11.155834514202411,11.32797449993733,11.281949813276155,11.199665936791897,11.385210150956144,,,,,,,,,,,,,,
2023-05-08,,,,,,,,11.313799671850601,11.365370182498063,11.23266757450638,11.282138448067187,11.401578021132647,,,,,,,,,,,,,
2023-05-15,,,,,,,,,11.410288842848322,11.25043768712187,11.226638300357747,11.321240474851573,11.101793265098983,,,,,,,,,,,,
2023-05-22,,,,,,,,,,11.26820779973736,11.17113815264831,11.240902928570499,11.189055478013184,11.087493015679785,,,,,,,,,,,
2023-05-30,,,,,,,,,,,11.10770941240895,11.149088589963558,11.2887837213437,11.155775165779014,11.437514832609754,,,,,,,,,,
2023-06-05,,,,,,,,,,,,11.080227836008351,11.363579903841586,11.206986778353436,11.262039148308162,11.315218531487343,,,,,,,,,
2023-06-12,,,,,,,,,,,,,11.450842116755787,11.26673365969026,11.057317516622973,11.220889568398563,11.159969603894847,,,,,,,,
2023-06-20,,,,,,,,,,,,,,11.335015809789489,10.823349937554186,11.113085039154242,11.162930982936059,10.79919620338451,,,,,,,
2023-06-26,,,,,,,,,,,,,,,10.647874253252594,11.032231642221003,11.165152017216968,10.87466212017032,10.607909606384775,,,,,,
2023-07-05,,,,,,,,,,,,,,,,10.910951546821144,11.168483568638331,10.987860995349038,10.90411039187749,11.326898707213884,,,,,
2023-07-10,,,,,,,,,,,,,,,,,11.17033443053909,11.050749259337213,11.068666383817888,11.319817146222956,11.181420498438149,,,,
2023-07-17,,,,,,,,,,,,,,,,,,11.13879282892066,11.299044772534444,11.30990296083566,11.257379707550351,10.979732372197095,,,
2023-07-24,,,,,,,,,,,,,,,,,,,11.529423161251001,11.29998877544836,11.333338916662553,11.184007337242912,11.57926899089599,,
2023-07-31,,,,,,,,,,,,,,,,,,,,11.290074590061062,11.409298125774754,11.388282302288728,11.52071142998862,11.594412314854575,
2023-08-08,,,,,,,,,,,,,,,,,,,,,11.496108650474413,11.621739405198234,11.453788503237337,11.444421340973385,11.643357353698782
2023-08-14,,,,,,,,,,,,,,,,,,,,,,11.796832232380362,11.403596308173878,11.33192811056249,11.472670527337867
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,11.345038747266505,11.200686008416449,11.273535896583464
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,11.069443906270408,11.074401265829064
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,10.846818830681176
