sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,,,,,11.366243884475214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,,,,11.310324397507452,11.222216699142386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,,11.28236465402357,11.253017690446653,11.170067318237578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,11.25440491053969,11.28381868175092,11.247386229233785,11.213334585139352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,11.22644516705581,11.314619673055187,11.324705140229991,11.31033160085249,11.297111278699129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,11.345420664359454,11.402024051226197,11.407328616565627,11.402658021742106,11.382093085324417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,11.479342962222404,11.504325632278762,11.508204764785082,11.502732530529965,11.4930441528039,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,11.6013226479919,11.61375150782806,11.623371975735514,11.617185575602917,11.652499061131405,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,11.719298250871036,11.744011420941062,11.741326998401936,11.743315030179955,11.787809287603347,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,11.86465086614661,11.865468421200953,11.834130999228504,11.854695138670456,11.918084921761706,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,11.989609843999972,11.924946968277055,11.921580989737565,11.95667357520189,12.01476036848748,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,12.106578906374155,12.055352691871784,12.033850882082257,12.037713174450294,12.148680777272087,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,12.122238542938893,12.072439535522442,12.0491895774317,12.067501199171156,12.183711896448461,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,12.111028188962626,12.060665980413109,11.986321621070227,12.033487074829567,12.117030929135762,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,12.072142383394516,11.905142042969295,11.883262253210674,11.929049469284049,11.960362258417362,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,11.823962464868364,11.73303743159178,11.741068009432334,11.76085498970394,11.710902694330567,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,11.582812609972887,11.553086549580621,11.56134772099052,11.528385758895343,11.567774523069833,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,11.365105089728907,11.361840452277098,11.34586882346012,11.360631360577528,11.395296419407822,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,11.162333183563678,11.163351888024897,11.153488198085224,11.167848944392318,11.06957857273244,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,10.980834952589674,10.94634503559292,10.940401469376814,10.947466556375721,10.797377764772854,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,10.739201873100615,10.71295399436131,10.825354540019003,10.770716063193484,10.626254078059937,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.485506519345805,10.703242523662285,10.744054361614115,10.66829739652268,10.581209690652534,,,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.581130507305566,10.717392660034747,10.710340714985424,10.663730507404756,10.731130908861454,,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.690730958455378,10.752384033448168,10.746251324156978,10.800046476026449,10.694139169679893,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.794427351910912,10.828772140909198,10.868962043191441,10.831561698311695,10.725482099297908,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91129295766142,10.937877610356436,10.968984226943498,10.929876494603924,10.904638445121865,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00679317752143,11.106406755575302,11.134270889909939,11.106850208652762,11.12722081547083,,,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.243829284207104,11.338665285215955,11.30906197218366,11.31186742520507,11.368399937899866,,,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.543059680521969,11.511273735714557,11.496514034939313,11.516537951631767,11.5999458083314,,,,,
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.713485499245454,11.681160644673554,11.664675965363669,11.69585467562299,11.7327930284776,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.865807254407795,11.81281397909557,11.791763542914579,11.792342472484654,11.879525252992812,,,
