sample_collect_date,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-25,2023-05-08,2023-05-15,2023-05-22,2023-05-30,2023-06-05,2023-06-12,2023-06-20,2023-06-26,2023-07-05,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-08,2023-08-14,2023-08-21,2023-08-28,2023-09-05
2023-03-13,,,,,11.674862778558431,,,,,,,,,,,,,,,,,,,,
2023-03-20,,,,,11.659872910501491,11.402920746636923,,,,,,,,,,,,,,,,,,,
2023-03-27,,,,,11.644883042444551,11.406170259532239,11.828523046517168,,,,,,,,,,,,,,,,,,
2023-04-03,,,,,11.629893174387611,11.409419772427555,11.717164638602766,11.949297742436563,,,,,,,,,,,,,,,,,
2023-04-10,,,,,11.614903306330671,11.412669285322869,11.605806230688364,11.612860887321375,11.565276640659684,,,,,,,,,,,,,,,,
2023-04-17,,,,,,11.415918798218184,11.494447822773962,11.276424032206185,11.298844609926729,11.119018808698327,,,,,,,,,,,,,,,
2023-04-25,,,,,,,11.367181070871787,10.891924769217399,10.994350860517635,11.004037836653525,11.059869729926872,,,,,,,,,,,,,,
2023-05-08,,,,,,,,10.26711346686062,10.499548517727858,10.817193757080723,10.90102689754293,10.321431538180416,,,,,,,,,,,,,
2023-05-15,,,,,,,,,10.233116486994902,10.716585406541522,10.815496141643884,10.412669326232226,10.660056510706537,,,,,,,,,,,,
2023-05-22,,,,,,,,,,10.61597705600232,10.729965385744839,10.503907114284036,10.732624477453172,10.81036345839587,,,,,,,,,,,
2023-05-30,,,,,,,,,,,10.632215950431643,10.608178872057534,10.81555929659218,10.905120091896208,10.633396750771853,,,,,,,,,,
2023-06-05,,,,,,,,,,,,10.686382690387656,10.87776041094644,10.976187567021462,10.769381859731498,10.675926555557703,,,,,,,,,
2023-06-12,,,,,,,,,,,,,10.950328377693072,11.059099621334259,10.928031153517749,10.83131257112136,11.376924045586641,,,,,,,,
2023-06-20,,,,,,,,,,,,,,11.153856254834595,11.10934463213061,11.008896588908396,11.254146973010561,11.113625435860937,,,,,,,
2023-06-26,,,,,,,,,,,,,,,11.245329741090252,11.142084602248673,11.162064168578503,11.149225489826238,10.98172508548796,,,,,,
2023-07-05,,,,,,,,,,,,,,,,11.34186662225909,11.023939961930415,11.20262557077419,11.094849568645513,11.09534924160206,,,,,
2023-07-10,,,,,,,,,,,,,,,,,10.947204291570365,11.232292282411942,11.157696503733042,11.156375989577413,11.227597282586297,,,,
2023-07-17,,,,,,,,,,,,,,,,,,11.273825678704792,11.245682212855584,11.241813436742907,11.216851483146531,11.421311566274571,,,
2023-07-24,,,,,,,,,,,,,,,,,,,11.333667921978126,11.327250883908402,11.206105683706767,11.371162424702327,11.11375578713031,,
2023-07-31,,,,,,,,,,,,,,,,,,,,11.412688331073896,11.195359884267,11.321013283130082,11.237314653270099,11.30682382667309,
2023-08-08,,,,,,,,,,,,,,,,,,,,,11.183078970621555,11.263699978476087,11.378524786001286,11.329126764951699,11.249122821170126
2023-08-14,,,,,,,,,,,,,,,,,,,,,,11.220714999985592,11.484432385549676,11.345853968660656,11.294333784936185
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,11.607991251689464,11.365369039654437,11.347079909329922
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,11.384884110648219,11.39982603372366
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,11.460107318745074
