sample_collect_date,2022-09-21,2022-09-28,2022-10-05,2022-10-12,2022-10-19,2022-10-26,2022-11-02,2022-11-09,2022-11-16,2022-11-30,2022-12-07,2022-12-14,2022-12-28,2023-01-04,2023-01-11,2023-01-18,2023-01-25,2023-02-01,2023-02-08,2023-02-15,2023-02-22,2023-03-01,2023-03-08,2023-03-15,2023-03-22,2023-03-29,2023-04-05,2023-04-12,2023-04-19,2023-04-26,2023-05-03,2023-05-10,2023-05-17,2023-05-24,2023-05-31,2023-06-07,2023-06-14,2023-06-21,2023-06-28,2023-07-05,2023-07-12,2023-07-19,2023-07-26,2023-08-02,2023-08-09,2023-08-16,2023-08-23,2023-08-30
2022-09-21,,,,,11.627102204094172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,,,,,11.711225713071626,11.595925858638694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,,,,,11.795349222049081,11.706149895016967,11.932711849752218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,,,,,11.879472731026535,11.816373931395242,11.948117630756785,12.052410252988627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,,,,,11.96359624000399,11.926597967773516,11.963523411761352,11.876274351813528,12.049590584738487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,,,,,,12.03682200415179,11.978929192765921,11.700138450638427,11.887084387612685,11.684819155638282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02,,,,,,,11.994334973770489,11.524002549463328,11.72457819048688,11.697987089460732,11.57831424025081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,,,,,,,,11.347866648288226,11.562071993361078,11.711155023283181,11.605833284374937,11.104941024314202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,,,,,,,,,11.399565796235276,11.724322957105633,11.633352328499063,11.351851310706666,11.723377146409945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30,,,,,,,,,,11.750658824750532,11.688390416747318,11.845671883491592,11.947573998108274,11.926565283219457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,,,11.715909460871444,12.092582169884055,12.059672423957439,12.019501835529157,11.972034169248783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,,,,,,,,,,,,12.339492456276519,12.171770849806604,12.112438387838859,12.074557896341128,12.471921293465963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,,,,,,,,,,,,,12.395967701504933,12.298311492458259,12.279605350525818,12.437008889494786,12.365646634136981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,,,,,,,,,,,,,,12.391248044767961,12.382129077618163,12.419552687509197,12.354150478183403,12.380470910819366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-11,,,,,,,,,,,,,,,12.484652804710509,12.402096485523609,12.342654322229825,12.348423419724613,12.335682951135043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,,,,,,,,,,,,,,,,12.38464028353802,12.331158166276248,12.31637592862986,12.381401382885098,12.524906976219482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,,,,,,,,,,,12.31966201032267,12.284328437535107,12.427119814635153,12.372938892243635,12.371212724348664,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,,,,,,,,,,,,12.252280946440354,12.472838246385209,12.220970808267786,12.240563583136737,12.413710352083932,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,,,,,,,,,,,,,12.518556678135264,12.06900272429194,12.109914441924811,12.206032330452556,12.181401266040966,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,,,,,,,,,,,,,,,,,,,,11.917034640316093,11.979265300712884,11.998354308821183,12.09385124928936,11.557693495140699,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,,,,,,,,,,,,,,,,,,,,,11.848616159500956,11.790676287189807,12.006301232537755,11.694932149390562,11.920831466962648,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,,,,,,,,,,11.582998265558434,11.918751215786148,11.832170803640427,11.904367669170147,12.095240058933603,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,11.831201199034544,11.96940945789029,11.887903871377647,11.883099807475622,12.172398621661856,,,,,,,,,,,,,,,,,,,,,
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,12.106648112140155,11.871440073585145,11.670959556017639,11.907991444596922,11.71752606359661,,,,,,,,,,,,,,,,,,,,
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,11.854976275792644,11.458819304559658,11.643584267531988,11.598558033497701,11.348485732250216,,,,,,,,,,,,,,,,,,,
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,11.246679053101674,11.379177090467056,11.479590003398792,11.371609391272743,11.130313662279292,,,,,,,,,,,,,,,,,,
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,11.114769913402123,11.360621973299883,11.39473305029527,11.222993365036698,11.536541744543184,,,,,,,,,,,,,,,,,
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.241653943200975,11.417856709317798,11.315673067794105,11.457970889950422,11.454658736941388,,,,,,,,,,,,,,,,
