sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-04-26,2022-05-02,2022-06-13,2022-11-21,2022-12-19,2023-03-15,2023-05-31,2023-09-04
2021-09-13,,,,,11.29389899755753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,11.243822808403333,11.363900152458532,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,11.193746619249136,11.24693575760967,11.250908525361284,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,11.14367043009494,11.12997136276081,11.17833557478857,10.928729255504917,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,11.093594240940742,11.013006967911947,11.105762624215854,11.099991342031283,10.763480635308857,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,10.896042573063086,11.03318967364314,11.27125342855765,11.054754138301313,11.069125995547646,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,10.960616723070425,11.442515515084015,11.346027641293768,11.2828370983191,11.485079475470997,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,11.61377760161038,11.637301144286223,11.496548201090553,11.596788979666965,11.884962754146942,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,,11.92857464727868,11.710259303862005,11.70849848386293,11.87797420375931,11.654798711231454,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,11.923970406633458,11.820207988058899,11.870985653371676,11.76851447472545,11.708818412301468,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,11.931917492254867,11.863997102984044,11.882230238219446,11.841830143986082,11.921578822121942,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,11.857008552596412,11.995946001713442,11.974841875670695,12.008018821700364,12.169093344854552,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,12.109661765207438,12.107853607355306,12.094458821278788,12.091050306211402,12.151636838852681,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,,12.24086533903992,12.18089882085721,12.013007267568252,12.118271998384548,12.010827959356446,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,12.267338820435633,11.934964228925102,12.084907157916414,12.087661559503632,11.968287599787205,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,11.856921190281952,12.05154231744828,12.16449515965082,12.070580595851828,11.897186078103745,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,12.018177476980146,12.241328759798005,12.172873591916453,12.036742767668759,12.505705401232083,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,12.318162359945193,12.275166587981076,12.176299457233771,12.364323454433626,12.571286690364984,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,12.3774595840457,12.315856146798785,12.222941507635166,12.316762540769828,12.336344612574257,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,12.455412836363799,12.081559560836709,12.062238391174672,12.075847714182027,12.07107421332493,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,11.940177614038252,11.807714241579516,11.815350815789797,11.863248497935626,11.822643992675818,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,11.55319009198436,11.554853917397567,11.65542278254632,11.562120601774197,11.389203295457987,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,11.294357019005338,11.447597067157016,11.301597210872576,11.270552346576322,11.163325029937937,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,11.239771351767711,11.041073819970954,11.151901397694656,11.093853815162104,10.839771175997488,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,10.780550429069333,11.03325044881299,11.024382600386271,10.833165147532206,10.468582478426903,,,,
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,10.067092722205139,10.45868842292592,10.77937320145777,10.609015783591511,10.605234263213744,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,10.399141667403779,10.773710891344672,10.623798236766733,10.618809976768542,11.029023505454338,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.734074720552982,10.727275408993288,10.713839971652137,10.985062328168667,11.391106059436261,
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12393790252841,11.07812161870591,10.816544481906924,10.824002675281898,11.06186887322103
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.141474948628305,10.787237030383142,10.72537599977679,10.915637275636824
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.697221286417243,10.422451210725391,10.46649736877105
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.151227853086349,10.064360475414484
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56299499798292
