sample_collect_date,2021-09-14,2021-09-21,2021-09-28,2021-10-05,2021-10-12,2021-10-19,2021-10-26,2021-11-02,2021-11-09,2021-11-16,2021-11-23,2021-11-30,2021-12-07,2021-12-14,2021-12-21,2021-12-28,2022-01-04,2022-01-11,2022-01-18,2022-01-25,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26
2021-11-23,,,,,,,,,,,8.652039727903764,8.945766933472955,9.192908861062476,8.888816876352386,9.398157543263867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30,,,,,,,,,,,,9.013913007177406,9.61441235204326,9.28852422076641,9.391428372383817,9.480710264684813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,,,,,,,,,,,,,10.035915843024044,9.688231565180434,9.384699201503768,9.66435342776707,9.631043702754994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14,,,,,,,,,,,,,,10.087938909594458,9.377970030623718,9.847996590849327,9.911297503618034,9.24680432428012,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,,,,,,,,,,,,,,,9.371240859743668,10.031639753931584,10.191551304481072,9.741973306757027,10.090473201651932,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,,,,,,,,,,10.215282917013841,10.471805105344112,10.237142289233933,10.142463127853615,11.134489014496925,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,,,,,,,,,,,10.75205890620715,10.732311271710838,10.194453054055298,10.857601588686098,10.798460480266144,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,,,,,,,,,,,,11.227480254187745,10.246442980256981,10.580714162875271,10.570290651391204,10.251403198518457,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,,,,,,,,,,,,,,,,,,,10.298432906458665,10.303826737064444,10.342120822516263,10.205410058996272,9.589187028140127,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,,,10.026939311253617,10.113950993641323,10.159416919474088,9.906041207749622,10.611791296521329,,,,,,,,,,,,,,,,,,,,,
2022-02-01,,,,,,,,,,,,,,,,,,,,,9.885781164766382,10.113423779951903,10.222895387359117,10.40613066585539,10.43375804845877,,,,,,,,,,,,,,,,,,,,
2022-02-08,,,,,,,,,,,,,,,,,,,,,,10.06743064042972,10.539749566968611,10.20047003518945,10.158624845205017,10.551262643418793,,,,,,,,,,,,,,,,,,,
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,10.856603746578106,9.994809404523513,9.883491641951261,10.119185998345635,10.191923901662445,,,,,,,,,,,,,,,,,,
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,9.789148773857574,9.608358438697508,9.687109353272477,9.883559428934246,8.986923187401846,,,,,,,,,,,,,,,,,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,9.333225235443754,9.25503270819932,9.57519495620605,9.133383426341005,9.094303934744662,,,,,,,,,,,,,,,,
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,8.82295606312616,9.26683048347785,9.279843665280165,9.218010403831466,9.487778424141588,,,,,,,,,,,,,,,
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,8.958466010749653,9.426303904219324,9.341716872918267,9.333573985140974,9.688898473990271,,,,,,,,,,,,,,
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.572764143158484,9.46542334200507,9.179369546140359,9.433029812073103,9.076811115804057,,,,,,,,,,,,,
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.589129811091874,9.025165107139745,9.177161150155936,9.166424300832485,8.77817620977651,,,,,,,,,,,,
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87096066813913,8.921292488238768,9.256037485860915,9.00460002608875,8.475706618322606,,,,,,,,,,,
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6654238263216,9.345650670889343,9.231023842400992,8.880419267557295,9.372789465592412,,,,,,,,,,
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.524877040946201,9.683871475025475,9.689844566026672,9.637845898198176,9.914530462115078,,,,,,,,,
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.910295291337716,10.094557215261359,9.770374114501058,10.012398246444118,9.798287454631602,,,,,,,,
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.499269864496048,9.90290233080394,10.110266030773158,10.02613857667247,10.130697486100285,,,,,,,
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.035430547106822,10.208133815102197,10.253989698713337,10.234655057499364,9.911065559798729,,,,,,
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306001599431237,10.481840820754204,10.338612628898442,10.17806815418644,10.823574165083295,,,,,
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.709691942795072,10.44257020029752,10.44507074857415,10.711404577999447,10.768794590139624,,,,
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5465277716966,10.71207334296186,10.5992349909156,10.610320218448567,10.646589073772027,,,
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.97907593734957,10.487065403831753,10.45184584675751,10.435541286818646,10.661305428896851,,
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.374895816747905,10.293371475066452,10.224493499865265,10.417752342758742,10.033866656933993,
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.134897103375396,10.013445712911885,10.174199256620636,10.012813454117643,9.879543836436941
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.802397925958504,9.930646170482527,9.991760251301292,9.934084023440601
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68709308434442,9.97070704848494,9.98862421044426
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.949653845668589,10.04316439744792
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09770458445158
