sample_collect_date,2021-09-14,2021-09-21,2021-09-28,2021-10-05,2021-10-12,2021-10-19,2021-10-26,2021-11-02,2021-11-09,2021-11-16,2021-11-23,2021-11-30,2021-12-07,2021-12-14,2021-12-21,2021-12-28,2022-01-04,2022-01-11,2022-01-18,2022-01-25,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26
2021-09-14,,,,,9.105955331569586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-21,,,,,9.205269146254878,9.352814421738438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-28,,,,,9.30458296094017,9.400918675844753,9.315423698620018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,,,,,9.40389677562546,9.449022929951068,9.294051224979498,9.630499405034781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-12,,,,,9.503210590310752,9.497127184057383,9.272678751338978,9.451108659038008,9.51527647315704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,,,,,,9.545231438163698,9.251306277698456,9.271717913041233,9.3398903185494,9.427796716143336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-26,,,,,,,9.229933804057936,9.09232716704446,9.16450416394176,9.17506510351106,8.873973391422735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-02,,,,,,,,8.912936421047686,8.98911800933412,8.922333490878781,8.818489975542992,8.7413287123596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09,,,,,,,,,8.81373185472648,8.669601878246505,8.76300655966325,8.809474786064051,8.349901879100907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-16,,,,,,,,,,8.416870265614227,8.707523143783506,8.877620859768504,8.771405370081691,8.489109531938363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
