sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-09,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-16,2022-01-25,2022-01-31,2022-02-07,2022-02-15,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-12,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-11-21,2022-12-19,2023-04-26,2023-09-04
2021-09-13,,,,,11.194776588074001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,11.207313779720595,11.110127133923688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,11.219850971367187,11.133561304891177,11.165319865461958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,11.23238816301378,11.156995475858668,11.174285562124243,11.16782943909553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,11.244925354660374,11.180429646826157,11.18325125878653,11.145636567376211,11.325249399090344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,11.203863817793648,11.192216955448815,11.123443695656892,11.256943631261377,11.018354195244278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,11.2011826521111,11.101250823937573,11.188637863432412,11.092294620885506,10.955566940263992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,11.079057952218253,11.120332095603445,11.166235046526733,11.147159776787843,10.987662592275461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09,,,,,,,,,11.042268360941769,11.250738390116709,11.366123018529386,11.241794708442123,11.364034462394764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,11.31411589780919,11.530345449835544,11.432393795567119,11.463304275832769,11.6688959937412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,11.721938286359395,11.654759397212949,11.579119058177106,11.65287324634407,11.734013050329462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,11.877124998858777,11.694933840521443,11.636850498946938,11.757231098803146,11.759418590107238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,11.810748622865782,11.620827751549808,11.78044914727683,11.681218790102985,11.594124934722855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,,11.604805004152675,11.803667195750513,11.60301899009873,11.643014336846289,11.464722189565876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,11.826885244224197,11.524819190094478,11.691903738969723,11.659008106296225,11.659234889560365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,11.446619390090225,11.740793141093159,11.853294023026574,11.842886309603461,11.571585154489561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,11.789682543216593,12.047579939756924,12.026537729646558,11.791516048086141,12.256055283878743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,12.241865856487275,12.210189149689654,12.01144694168272,12.267779442261897,12.383992032687244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,,,,,,,,,,,,,,,,,,,12.367604652583738,12.199959136194074,12.27782872087603,12.349639364113196,12.322471152948992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,,,12.482727427961105,12.292902638797228,12.298110361252123,12.256098655564692,12.303879537220064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,12.302951917411361,12.263757692678075,12.211850323975158,12.213811295439951,12.510255336791367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,12.223679579341686,12.160227270454035,12.108731680029821,12.213102663691512,12.302189407471682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,12.101229495001323,11.988640690989673,11.873499608720248,11.934208330884905,11.953533864552677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,11.89857244920956,11.618797317491799,11.658222523444822,11.68625641512515,11.56623175348851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,11.321644644391943,11.336239081431392,11.374432724126372,11.35207450691362,11.029738704710466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,11.014255639417962,11.062609033127591,11.13791726033873,11.02801253196171,10.960790535970498,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,10.750785342128811,10.92376001376384,11.026286359212955,10.980868745965262,11.069728177665784,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.709602767188947,11.024560186464202,11.000946955960027,10.934631381364156,11.032769930293329,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.022834013715446,11.021025165954793,10.799534585062528,10.920391141783433,10.899064536933551,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.041103375949557,10.6644377887609,10.808012353273538,10.893630112990683,10.594335173593748,,,,,,,,,,,,,,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.529340992459272,10.695633564763645,10.888195689047816,10.723784605207758,10.378624506980518,,,,,,,,,,,,,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58325477625375,10.88276126510495,10.853234036821767,10.653463166148036,10.905855227742302,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.877326841162082,10.982683468435779,10.928301825315554,11.074434163468439,11.107690028793497,,,,,,,,,,,,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.112132900049788,11.203140484483074,11.243013099194574,11.260738760426213,11.16715452602557,,,,,,,,,,,,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.477979143650591,11.41159203492071,11.413787492058926,11.336406961590459,11.490383623220735,,,,,,,,,,,,,,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.580170970646845,11.566836223691642,11.50565939715535,11.562697438426426,11.682902410985099,,,,,,,,,,,,,,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.719884955324355,11.67491183272024,11.635011253632115,11.69559513653741,11.774136472364221,,,,,,,,,,,,,,,,
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.844164268285128,11.707325068837806,11.708287862089723,11.719780967547347,11.892120020522713,,,,,,,,,,,,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.779638884043496,11.720980587642034,11.665425462730472,11.69035576411219,11.71048443825716,,,,,,,,,,,,,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.733673313194346,11.611069957913598,11.488591507701667,11.57374621035675,11.463470870108459,,,,,,,,,,,,,
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.556714453096722,11.286827251291145,11.43700798245634,11.43914917937134,11.137916129711412,,,,,,,,,,,,
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.085062994880623,11.30026975455593,11.414827488634218,11.279540114208533,11.106623238573365,,,,,,,,,,,
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.16353152665552,11.390505797897099,11.421164098705656,11.264883772986746,11.57135814836649,,,,,,,,,,
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.362709579911819,11.583020080988081,11.445752955173466,11.564257042567192,11.67695579141009,,,,,,,,,
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7044120676999,11.581404841813509,11.558931213217717,11.617858536723476,11.713357922413394,,,,,,,,
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.739665376226888,11.552717745643331,11.548911739589094,11.593352198227008,11.35219358203058,,,,,,,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.546504278068944,11.47996494245471,11.47334647404062,11.434531197702912,11.283374875417014,,,,,,
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.411018145320329,11.353340749854233,11.516868813375241,11.464024656023533,11.369164902649835,,,,,
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.233335025667847,11.599206429047573,11.644674436630053,11.538589705565336,11.657599138715954,,,,
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.681544044719903,11.825324217236572,11.708014508480838,11.690180101495786,11.981838230979488,,,
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.005973997843093,11.877439311396339,11.72276106427562,11.901065111990233,11.759684488963849,,
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04686411431184,11.755342027055452,11.820291993000978,11.750039914315161,11.739253371138584,
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.787922989835284,11.739518874011726,11.740395339666472,11.710727459309572,11.589637670677
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93178768411918,11.643949593179588,11.425468341019442,11.39634503955173
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.605371294584835,11.311364693703391,11.31902798710162
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.789748020258582,10.965578604472553
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.603845251938116
