sample_collect_date,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-27,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-05,2023-06-11,2023-06-18,2023-06-25,2023-07-02,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27,2023-09-03
2022-06-12,,,,,10.48475284241022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-19,,,,,10.406830129330169,10.552681310910696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-26,,,,,10.328907416250118,10.404056961879764,10.331472968722268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03,,,,,10.250984703170065,10.255432612848832,10.219117042823344,10.22619741943921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,,,,,10.173061990090014,10.1068082638179,10.106761116924417,10.199433583446433,9.785784615329327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,,,,,,9.958183914786968,9.994405191025493,10.172669747453657,10.004622024945022,9.957342378857945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24,,,,,,,9.882049265126568,10.145905911460881,10.223459434560716,10.128176752723745,10.267580325853384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31,,,,,,,,10.119142075468105,10.442296844176411,10.299011126589543,10.294142448946268,10.713701312818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,,,,,,,,,10.661134253792106,10.469845500455342,10.32070457203915,10.51351724929604,10.729618887519857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14,,,,,,,,,,10.64067987432114,10.347266695132033,10.31333318577408,10.428361250517273,10.21509519522035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,,,,,,,,,,,10.373828818224917,10.113149122252121,10.12710361351469,10.06972089140928,9.926655625277505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,,,,,,,,,,,,9.91296505873016,9.825845976512106,9.924346587598214,9.838493600263968,9.627513076139433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18,,,,,,,,,,,,,8.922073065504357,9.488223676165008,9.574007525223358,9.566144310647356,9.254626911540488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,,,,,,,,,,,,,,9.34284937235394,9.485845500209821,9.54568805548333,9.393378580770953,9.400877118677057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,,,,,,,,,,,,,,,9.397683475196285,9.525231800319306,9.532130250001417,9.688439679260503,9.419547897379397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09,,,,,,,,,,,,,,,,9.50477554515528,9.670881919231883,9.976002239843949,9.764703684597325,9.758476435110484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,,,,,,,,,,,,,,,,,9.809633588462349,10.263564800427394,10.109859471815255,10.051354199219187,10.4178357269004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,,,,,,,,,,,,,,,,,,10.55112736101084,10.455015259033186,10.34423196332789,10.412363169399987,10.76673068224164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-30,,,,,,,,,,,,,,,,,,,10.800171046251114,10.637109727436593,10.406890611899575,10.747610224211455,10.279853293803132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06,,,,,,,,,,,,,,,,,,,,10.929987491545296,10.401418054399162,10.72848976618127,10.531171106184601,10.70253088830294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,,,,,,,,,,,,,,,,,,,,,10.39594549689875,10.709369308151084,10.782488918566072,10.67603537095422,10.762545351339302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,,,,,,,,,,,,,,,,,,,,,,10.6902488501209,11.033806730947541,10.6495398536055,10.646594847689613,11.339722709666502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27,,,,,,,,,,,,,,,,,,,,,,,11.285124543329012,10.62304433625678,10.530644344039924,10.944163386797218,10.665215489379666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,,,,,,,,,,,,,,,,,,,,,,,,10.596548818908062,10.414693840390235,10.548604063927936,10.546269281918633,9.74572751815769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11,,,,,,,,,,,,,,,,,,,,,,,,,10.298743336740547,10.153044741058652,10.4273230744576,10.044248937067938,10.07385066012555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,9.757485418189368,10.30837686699657,10.342770355978185,10.301626582945044,10.370414304017675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,10.189430659535537,10.641291774888431,10.529402505764537,10.509356159673894,11.047597959993768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93981319379868,10.757178428584032,10.648298015330113,10.820852234706566,10.92441915431424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.984954351403525,10.787239870986332,10.594106509419362,10.74891182624953,10.657480048139893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92618172664255,10.36736078413216,10.573404498184823,10.531313989460985,10.372720585073393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.140615058844956,10.397897170120114,10.405147930782075,10.353300048274155,10.04215323314045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.222389842055406,10.278981872103166,10.333879511474915,10.166029353944255,10.506462097259847,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.152815813424258,10.314458974675677,10.289905474748062,10.433807923462778,10.428241062264084,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.295038437876437,10.413781595551868,10.361153749665709,10.297146163215267,10.345864138191894,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.537657716355673,10.288499575868638,10.16605126416645,10.2965131279244,10.33112006654715,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.215845402071569,10.034956365117631,10.24716211765691,10.217677328442887,10.313003864635851,,,,,,,,,,,,,,,,,,,,,,,
2023-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.903861466068815,10.197811107389416,10.104234590338624,10.032170770260562,10.027481877178749,,,,,,,,,,,,,,,,,,,,,,
2023-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.148460097121925,9.990791852234361,9.751337675885274,9.855819736847637,10.031791725645174,,,,,,,,,,,,,,,,,,,,,
2023-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.877349114130098,9.470504581509985,9.684157596516526,9.870952086064158,9.076618701758555,,,,,,,,,,,,,,,,,,,,
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.149552473652513,9.487972293280968,9.687135355114425,9.463318198843032,9.175309629798754,,,,,,,,,,,,,,,,,,,
2023-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3408333158543,9.549272806902124,9.753342821656389,9.443870632405948,10.309862547401355,,,,,,,,,,,,,,,,,,
