sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,,,,,10.680383174842444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,,,,10.636100042100777,10.534987462774083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,,,,10.591816909359109,10.560731129054153,10.445338194451702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,,10.547533776617442,10.586474795334222,10.541430795629067,10.472406929485174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,10.503250643875774,10.61221846161429,10.637523396806433,10.595133820116216,10.595160157927882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,10.63796212789436,10.733615997983797,10.717860710747258,10.7264039769994,10.685918519882222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,10.829708599161162,10.8405876013783,10.857647796070916,10.852219572861971,10.806277315062863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,,10.96331449200934,10.988891615142434,11.018520625841722,11.003557803118873,10.957551922574904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,11.12013543421395,11.184821678821471,11.200838291174884,11.163817713933595,11.212685186527791,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,11.35112273180122,11.398118779230897,11.370083505292286,11.382957507811605,11.461384290088422,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,11.595399267286908,11.576349296650976,11.55322982909542,11.582444510559723,11.627945475791615,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,11.782615088009667,11.723502150379234,11.703504731031023,11.729006499475332,11.766799077240663,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,11.893774471663049,11.824564951502325,11.83006752315905,11.830324015057993,11.913086608012401,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,11.945625171973624,11.931128546842768,11.893848952875324,11.913976221429431,12.020471496819283,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,12.032189570526484,11.957373890692653,11.914865834846463,11.947641370576696,12.086667013953072,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,12.020898828509983,11.915755448263493,11.87481124433411,11.93223182610515,11.985564016587212,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,11.916645061680523,11.801981118091522,11.777796638257229,11.799532788313792,11.843282932668755,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,11.729150991848934,11.623361450409307,11.613501560040374,11.633113748046435,11.656273710826813,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,11.468926262561386,11.427470331766955,11.422944563424114,11.42877155476442,11.437564068877005,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,11.241439103493537,11.212775378801794,11.201269398702028,11.205774962120348,11.209098479904611,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,11.002606194179474,10.973767242639637,10.97398585536369,10.982489238355797,10.957009814325701,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.746265086577244,10.742196748607032,10.755879996806984,10.74956957538145,10.682274321129658,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.510407641850374,10.52927075525817,10.542129336437199,10.523856914853157,10.441079107038808,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.302661513709355,10.334689097492948,10.365439508576657,10.34495010595263,10.212947958205262,,,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.127248858548697,10.207022102300156,10.248821104866451,10.213938224736614,10.068758447152913,,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048604696023657,10.152692103780273,10.214928491267965,10.156388465315967,10.05078103506511,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.056563102694096,10.215918757799319,10.24401848347902,10.201914696602099,10.126950162165677,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21690902433067,10.331648501642075,10.353048358139088,10.323386116576108,10.2919448006327,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.419278519805129,10.504182019676076,10.519822070986539,10.513216598156035,10.497445603003541,,,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.655315681213064,10.71625802539697,10.734488395679367,10.70976989634269,10.790699504515128,,,,,,
