sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-27,2022-07-04,2022-07-11,2022-07-18
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,,,,,10.427869600402039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,,,,10.412266132603614,10.30515133236519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,,,,10.396662664805191,10.361041515782464,10.223380626852892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,,10.381059197006767,10.416931699199738,10.363495211102757,10.315838409005474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,10.365455729208344,10.472821882617012,10.50360979535262,10.473291222704763,10.456224048328572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,10.528712066034286,10.643724379602485,10.630744036404053,10.627610609771038,10.609836556264723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,10.783838963852348,10.788196850103342,10.798997171213504,10.79408215407819,10.822259443154365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,,10.94564966380263,10.97038373265597,10.978327751891657,10.983017494813906,10.99563544495602,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,11.141770294098437,11.162573349705124,11.143775546473446,11.132197873388845,11.218967523894927,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,11.346818947518589,11.304533598132986,11.268760301821668,11.306733535596797,11.416635123524735,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,11.465291649792528,11.405322730254493,11.394499547298665,11.422297841086747,11.497861411162551,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,11.541885158687316,11.482265559000535,11.42796055864876,11.454924627416146,11.5383749578462,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,11.570031570702405,11.433623276210772,11.41198784366974,11.447070527586432,11.552001219260871,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,11.439285993772785,11.369051059923335,11.355766097326661,11.38978429321742,11.413920407816088,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,11.326114276176929,11.264461667066893,11.22756736717397,11.229375374409033,11.318494925496644,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,11.173157236807123,11.06535044113052,11.044830341001978,11.086452548375403,11.126398065848509,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,10.90313351508707,10.860285307594923,10.854410171254163,10.87223592845505,10.801516136854156,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,10.67574027418787,10.622367794132922,10.61807379106159,10.607979168178957,10.542089413039218,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,10.390325417011683,10.363911653668131,10.414442199503759,10.400527810280224,10.308891504053598,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,10.109749516274672,10.22090523082856,10.258966207521231,10.21266087707545,10.113193550599487,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,10.027368262153361,10.117404604762237,10.116430250097302,10.08158842995902,10.067845409915876,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.975843002003245,10.020199623119153,10.049983309318552,10.055999329552291,9.966952394029748,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.923968996141005,10.018378188678087,10.044153249188707,10.013861277234335,9.91688512920573,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98677306803762,10.03230716882512,10.060770160438924,10.018263879759505,9.99814669862526,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.020461088461536,10.107679043643511,10.11964263031328,10.117075051510579,10.072377981330622,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.154587926848098,10.221021380867056,10.236003404395898,10.211906533490318,10.204859461463666,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.32240013142083,10.354931757281216,10.351435085650014,10.351618471573936,10.326880368061326,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.473860110166536,10.490963637809708,10.498377481684205,10.495050257378185,10.482507758896041,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.630492189969404,10.645136491794474,10.663220146695043,10.653496678345524,10.655164394454182,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.791895501904746,10.831390036011902,10.824485597795007,10.813827398630918,10.857244526932968,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.999559925328759,10.99547451724449,10.972490402807654,10.988323176681249,11.090141115085997,,,
