sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-04-26,2022-05-02,2022-06-13,2022-11-21,2022-12-19,2023-03-15,2023-05-31,2023-09-04
2021-09-13,,,11.20158266187632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,11.239047846323302,11.249838830909724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,11.276513030770285,11.297116884717013,11.357641566571525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,11.344394938524303,11.171346882335405,11.286619697368254,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,10.985052198099284,11.04007799855687,10.840078241233726,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,10.793536299745487,10.968211398443751,10.757595525315201,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,11.096344555653776,11.368225861837487,11.362475250261967,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,11.978856198359773,11.65721068227194,12.046376472725203,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,,11.95194611428191,11.822656177126566,11.672421281119739,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,11.598935881527927,11.768819757399006,11.685091737083678,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,11.865218233678272,11.843141418573602,11.902163165341545,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,12.001191100063524,12.011029257052307,11.981069733418648,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,12.11989534876307,12.101116335284877,12.147900850669572,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,,12.221162937151103,12.195111456971752,12.325540974605548,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,12.242322063273933,11.986781472980354,11.987826512309718,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,11.648021971355162,12.026583555649799,11.616291507349239,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,12.06534059898988,12.127756487672357,12.406317252538626,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,12.639221467995478,12.367560209198546,12.490626690574565,,,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,12.328803165858464,12.347431955834018,12.327292509240056,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,12.204237221093473,12.084192052954265,12.213756965517945,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,11.841091596668475,11.842191554413496,11.748534502741627,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,11.470626143309048,11.526175418599067,11.458515002681336,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,11.303816334456508,11.421695667383801,11.490236380793249,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,11.384876332086268,11.079696655330523,11.040250814796854,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,10.669156929867794,10.938412630626326,10.459398528967304,,,,,,
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,10.109158845237731,10.46446046119322,10.385349245259311,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46499329616437,10.482525645541703,10.897582301918549,,,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.162760447518444,10.934087964082352,11.124784027727145,,,
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07402633571026,11.070884505670014,11.142785651684948,,
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.061510675747034,10.948453590202098,11.0401166847282,
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.351576544219057,10.428810800921175,10.280876228547672
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.881478788675349,10.004256766885778
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.659380554943676
