sample_collect_date,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-25,2023-05-08,2023-05-15,2023-05-22,2023-05-30,2023-06-05,2023-06-12,2023-06-20,2023-06-26,2023-07-05,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-08,2023-08-14,2023-08-21,2023-08-28,2023-09-05
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-25,,,,,,,,,,,11.39598429226081,,,,,,,,,,,,,,
2023-05-08,,,,,,,,,,,11.342105344721773,11.37256357749408,,,,,,,,,,,,,
2023-05-15,,,,,,,,,,,11.313093603739215,11.32938187527221,11.303522932174845,,,,,,,,,,,,
2023-05-22,,,,,,,,,,,11.284081862756658,11.286200173050341,11.28788312586625,11.251816652127575,,,,,,,,,,,
2023-05-30,,,,,,,,,,,11.25092558734802,11.236849656225347,11.270009061513571,11.25621931252499,11.256878030051604,,,,,,,,,,
2023-06-05,,,,,,,,,,,,11.199836768606602,11.256603513249061,11.259521307823052,11.239652665640124,11.277705796839705,,,,,,,,,
2023-06-12,,,,,,,,,,,,,11.240963706940466,11.26337363567079,11.219556407160063,11.23719944877351,11.279053936504246,,,,,,,,
2023-06-20,,,,,,,,,,,,,,11.267776296068204,11.196589254611421,11.190906479555002,11.227271330967131,11.195815335435867,,,,,,,
2023-06-26,,,,,,,,,,,,,,,11.17936389019994,11.156186752641121,11.188434376814294,11.174187151210237,11.089407011806902,,,,,,
2023-07-05,,,,,,,,,,,,,,,,11.1041071622703,11.130178945585039,11.141744874871794,11.111274366160226,11.126110084363585,,,,,
2023-07-10,,,,,,,,,,,,,,,,,11.097814817124341,11.123721388017103,11.123422896356518,11.12717681246302,11.138243707302264,,,,
2023-07-17,,,,,,,,,,,,,,,,,,11.098488506420535,11.140430838631326,11.128670231802229,11.142376899778114,11.074586423509684,,,
2023-07-24,,,,,,,,,,,,,,,,,,,11.157438780906134,11.130163651141437,11.146510092253965,11.13464219195314,11.105963037154359,,
2023-07-31,,,,,,,,,,,,,,,,,,,,11.131657070480646,11.150643284729815,11.194697960396596,11.174636357343116,11.163963175646643,
2023-08-08,,,,,,,,,,,,,,,,,,,,,11.155366933273646,11.263333124331975,11.253120151844554,11.222873790761714,11.288961169286168
2023-08-14,,,,,,,,,,,,,,,,,,,,,,11.314809497283509,11.311982997720632,11.267056752098016,11.298484597690548
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,11.38065631790939,11.318603540323704,11.309595264162326
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,11.370150328549391,11.320705930634102
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,11.333403835173275
