sample_collect_date,2022-10-05,2022-10-12,2022-10-19,2022-10-25,2022-11-01,2022-11-09,2022-11-15,2022-11-29,2022-12-07,2022-12-14,2022-12-28,2023-01-04,2023-01-10,2023-01-19,2023-01-24,2023-02-01,2023-02-08,2023-02-14,2023-02-21,2023-03-01,2023-03-07,2023-03-14,2023-03-21,2023-03-28,2023-04-05,2023-04-12,2023-04-19,2023-04-26,2023-05-02,2023-05-09,2023-05-16,2023-05-23,2023-05-31,2023-06-06,2023-06-13,2023-06-20,2023-06-28,2023-07-04,2023-07-11,2023-07-18,2023-07-25,2023-08-02,2023-08-08,2023-08-15,2023-08-22,2023-08-29
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,,,,,,11.589229906779131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,,,,,,11.207160188711159,11.276401697976965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,,,,,,10.879671858938611,11.145074472082658,10.320090278189559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,,,,,,10.497602140870637,10.991859375205967,10.630217110197865,10.163611584769688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,,,,,,10.060951034507239,10.816756407346894,10.984647775350215,10.681694228594285,10.62899227605815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,,,,,,,10.685429181452587,11.250470774214477,11.070256211462734,11.006907060854584,11.886403788343927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29,,,,,,,,11.87072443823109,11.976900838155778,11.888708225379595,12.0882264374549,12.24179223688753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,12.494983481980375,12.392594605108174,12.203553665518312,12.297557717049406,12.448611867680977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,,,,,,,,,,12.83349518737068,12.304464990073798,12.346352512191048,12.432375897510806,12.575105806938565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,,,,,,,,,,,12.506287639184771,12.443942102474333,12.399903957170464,12.448562947389583,12.361306196128316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,,,,,,,,,,,,12.492736897615973,12.383667987000292,12.38529151761509,12.335007072497403,12.423695729086875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,,,,,,,,,,,,,12.369751441140146,12.33105886352267,12.312464966528047,12.389027915573125,12.294928697494875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,,,,,,,,,,,,,,12.249709882384039,12.278651807574015,12.337026195302501,12.281611761814693,12.356798875145296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,,,,,,,,,12.259866719266219,12.30813635070771,12.274213464214592,12.28179724000546,12.429539605711836,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,,,,,,,,,,12.261912599356043,12.26237618805443,12.161794623781724,12.19656830382215,12.233996419501361,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,,,,,,,,,,,12.25201857141429,12.056792334585953,11.992718414668676,12.099019551055367,11.90333238965846,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,,,,,,,,,,,,,,,,,,11.966790372418151,11.817989938251412,11.983325092387373,11.90202538431522,11.649741870766674,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-21,,,,,,,,,,,,,,,,,,,11.614140049097937,11.84834822394138,11.900500544748104,11.756360980840254,11.630946374399581,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,,,,,,,,11.694088945717388,11.898757870957114,11.878211392352918,11.826727739193808,12.031516659757145,,,,,,,,,,,,,,,,,,,,,,
