sample_collect_date,2022-09-25,2022-10-02,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2023-01-08,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-06-04,2023-06-11,2023-06-25,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27
2022-09-25,,,,,11.443794651727597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,,,,,11.562399633573659,11.720182383515542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,,,,,11.799609597265782,11.759561086343467,11.79894782583758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,,,,,11.918214579111844,11.77925043775743,11.810328317852756,12.178435176872439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-30,,,,,12.036819560957905,11.798939789171392,11.821708809867932,11.921241186749874,11.823810899891416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06,,,,,,11.818629140585353,11.833089301883108,11.664047196627312,11.742670135528561,11.408240262587933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,,,,,,,11.844469793898284,11.406853206504747,11.661529371165708,11.546895599369705,11.405931102410406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,,,,,,,,11.149659216382183,11.580388606802853,11.685550936151477,11.622658014417379,11.231057922713948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27,,,,,,,,,11.499247842439999,11.82420627293325,11.83938492642435,11.592166913301318,12.084634477121845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,,,,,,,,,,11.962861609715022,12.056111838431322,11.95327590388869,12.176287298124397,12.336482065354268,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11,,,,,,,,,,,12.272838750438293,12.31438489447606,12.26794011912695,12.328303313213818,12.46227918550678,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18,,,,,,,,,,,,12.675493885063432,12.3595929401295,12.320124561073365,12.413632789472812,12.493703491952395,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08,,,,,,,,,,,,,12.634551403137156,12.295588304652012,12.26769360137091,12.364015217062224,12.39143231810141,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22,,,,,,,,,,,,,,12.27923080037111,12.170400809302976,12.277556367135444,12.291156430219981,12.290978577084113,,,,,,,,,,,,,,,,,,,,,,,
2023-01-29,,,,,,,,,,,,,,,12.121754413269008,12.234326942172054,12.241018486279268,12.163659639527342,12.420266299363462,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,,,,,,,,,,,,,,,,12.191097517208664,12.190880542338554,12.03634070197057,12.159950719800634,12.322267096422744,,,,,,,,,,,,,,,,,,,,,
2023-02-12,,,,,,,,,,,,,,,,,12.14074259839784,11.909021764413799,11.899635140237805,12.081843884052368,11.719158508425757,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,,,,,,11.654383889300256,11.379003981112147,11.600997459311618,11.65760370196706,11.145814674846505,,,,,,,,,,,,,,,,,,,
2023-03-05,,,,,,,,,,,,,,,,,,,11.118688401549319,11.360574246941242,11.626826298737713,11.359709690322505,11.385803226433312,,,,,,,,,,,,,,,,,,
2023-03-12,,,,,,,,,,,,,,,,,,,,11.120151034570867,11.596048895508366,11.573604705798505,11.46283408270875,11.804886949434442,,,,,,,,,,,,,,,,,
2023-03-19,,,,,,,,,,,,,,,,,,,,,11.565271492279017,11.787499721274505,11.539864938984186,11.748525077923876,11.911598525771282,,,,,,,,,,,,,,,,
2023-03-26,,,,,,,,,,,,,,,,,,,,,,12.001394736750504,11.616895795259623,11.692163206413312,11.815853080177702,11.64015484458158,,,,,,,,,,,,,,,
2023-04-02,,,,,,,,,,,,,,,,,,,,,,,11.69392665153506,11.635801334902746,11.720107634584123,11.622301912645831,11.39945486386992,,,,,,,,,,,,,,
2023-04-09,,,,,,,,,,,,,,,,,,,,,,,,11.579439463392182,11.624362188990542,11.60444898071008,11.490792659071344,11.776569864303497,,,,,,,,,,,,,
