sample_collect_date,2022-09-25,2022-10-02,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2023-01-08,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-06-04,2023-06-11,2023-06-25,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27
2023-04-16,,,,,,,,,,,,,,,,,,,,,,,,,11.528616743396963,11.58659604877433,11.582130454272768,11.682529342730518,11.678702584705617,,,,,,,,,,,,
2023-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,11.568743116838581,11.67346824947419,11.588488821157538,11.61178661045951,11.613775469114229,,,,,,,,,,,
2023-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,11.764806044675614,11.49444829958456,11.544870636213403,11.535607257186351,11.341081783183187,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.400407778011582,11.477954661967297,11.457439045258473,11.464945399321794,11.235387839787103,,,,,,,,,
2023-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41103868772119,11.379270833330596,11.588809015460402,11.394643587283934,11.546829664210268,,,,,,,,
2023-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.301102621402718,11.712672631599009,11.553899334780764,11.596976102527123,11.661344111344443,,,,,,,
2023-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.960399863876225,11.872410829774426,11.69726897916083,11.70669612967436,12.18768670426413,,,,,,
2023-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.031666577271256,11.747415417477683,11.729372138839318,11.999590248588477,11.830578912642908,,,,,
2023-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.847708294111392,11.774724157169235,11.623397337237169,11.58234248940208,11.468068893027981,,,,
2023-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.820076175499151,11.24720442588586,11.334106066161251,11.424737673625886,11.201818303164712,,,
2023-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.059107970210205,11.209987854540836,11.403072063924837,11.336729873760781,10.871038357720575,,
2023-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.085869642920423,11.38140645422379,11.471641444356852,11.18860178793016,11.551140265124113,
2023-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.359740844522742,11.60655301495292,11.506165218139746,11.599261716177825,11.959530068633635
2023-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.741464585548991,11.82372864834933,11.647383167231538,11.805189076339822
2023-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.141292078558918,11.69550461828525,11.650848084046007
2023-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.743626069338964,11.496507091752195
2023-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.342166099458382
