sample_collect_date,2022-09-28,2022-10-05,2022-10-12,2022-10-19,2022-10-26,2022-11-02,2022-11-09,2022-11-16,2022-11-30,2022-12-07,2022-12-14,2022-12-28,2023-01-04,2023-01-11,2023-01-18,2023-01-25,2023-02-01,2023-02-08,2023-02-15,2023-02-22,2023-03-01,2023-03-08,2023-03-15,2023-03-22,2023-03-29,2023-04-05,2023-04-12,2023-04-19,2023-04-26,2023-05-03,2023-05-10,2023-05-17,2023-05-24,2023-05-31,2023-06-07,2023-06-14,2023-06-21,2023-06-28,2023-07-05,2023-07-12,2023-07-19,2023-07-26,2023-08-02,2023-08-09,2023-08-16,2023-08-23,2023-08-30
2022-09-28,,,,,11.650813577966606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,,,,,11.85975552947298,12.166422966404577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,,,,,12.068697480979356,12.170525254291551,12.222407092325875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,,,,,12.27763943248573,12.174627542178527,12.192672141133315,12.28810725903084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,,,,,12.486581383992105,12.178729830065501,12.162937189940752,12.238199732450624,12.154015965575406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02,,,,,,12.182832117952477,12.133202238748192,12.188292205870411,12.183000263673696,11.917659041928195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,,,,,,,12.10346728755563,12.138384679290196,12.211984561771986,12.07905742468401,12.045225990077812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,,,,,,,,12.08847715270998,12.240968859870277,12.240455807439824,12.21027304732042,12.402010865469752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30,,,,,,,,,12.298937456066858,12.563252572951452,12.540367161805639,12.48709222852792,12.667819720283168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,,12.724650955707267,12.705414219048247,12.529632910057005,12.644218905868616,12.823540086203778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,,,,,,,,,,,12.870461276290857,12.572173591586088,12.620618091454062,12.751756457250515,12.74648103884352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,,,,,,,,,,,,12.657254954644257,12.573416462624957,12.608189199343988,12.58572921271772,12.531123465607546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,,,,,,,,,,,,,12.549815648210405,12.536405570390725,12.50535329965482,12.459157385458747,12.52721230758767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
