sample_collect_date,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-28,2022-12-05,2022-12-12,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-30,2023-02-06,2023-02-13,2023-02-20,2023-02-27,2023-03-06,2023-03-20,2023-03-26,2023-04-03,2023-04-10,2023-04-17,2023-04-24,2023-05-01,2023-05-08,2023-05-15,2023-05-22,2023-06-05,2023-06-12,2023-06-19,2023-06-26,2023-07-04,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-07,2023-08-14,2023-08-21,2023-08-28
2022-08-15,,,,,,,,,,,,,,,,,,,,,10.970360792228227,10.987010297725027,11.038669854729028,10.986716227828571,11.105694295652757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,,,,,,,,,,,,,,,,,,,,,,10.973495602791994,11.077729414380538,11.099991829337991,11.135667513556703,11.072403264700265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,11.11678897403205,11.213267430847411,11.165640731460647,11.105833238424092,11.346004006373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,11.326543032356831,11.195613949364592,11.13926321214792,11.234772516112766,11.312515452737758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,11.225587167268538,11.172693185871747,11.123541025852202,11.186488985018844,11.17401467817897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,11.206123159595576,11.012309535591635,11.060462517299928,11.031186312532936,11.094492943277315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,10.901078045331069,10.934436049581015,10.888357946886902,10.910198401728884,10.737380918296335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8084095818621,10.745529581240868,10.725903860180452,10.726439489237993,10.708819493776184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.602701215594834,10.541609318632021,10.715498060179652,10.68280165668183,10.573742054172694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.357314777083591,10.704556631121308,10.656783819587476,10.558835793836229,10.521732001103699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.693615202062967,10.630765982493122,10.543929533499764,10.575528055482804,10.72890868860443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.604748145398768,10.529023273163299,10.62932410986191,10.724872438804967,10.447504972815327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.514117012826834,10.683120164241018,10.720836189005503,10.567102514340329,10.544613790520863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.736916218620124,10.716799939206041,10.686700055865332,10.657045574098646,10.718793551951222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.708727439607115,10.925895138915335,10.881909141254212,10.983894564064915,10.778362785457002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.045492680440336,10.994340924831993,11.116445070121761,10.992402058759561,11.202309563340561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.106772708409776,11.248995576178608,11.206441332062122,11.23933182039187,11.462009486933416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.514096588292302,11.63451987866724,11.313376334494487,11.296146867816704,11.72236608200871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8485591519698,11.350398591545796,11.213215558258348,11.477707670976432,11.384298977669273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.387420848597106,11.130284248699992,11.233049259944154,11.225238637781795,10.78512347905879,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.047352939141636,10.988390848911877,11.066178297894316,10.850538912566817,10.681261371674381,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.743732437879599,10.907117958006838,10.915954346074844,10.906446369436566,11.068109967746217,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74805761811936,10.98136977958287,11.131631367198752,11.087204405642394,11.273262441493662,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.046785213090898,11.356816364960936,11.106298843538571,11.121640578441365,11.462368221742837,,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.58200136272312,11.125393281434748,10.97001871538907,11.154833678093782,11.251553823473134,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.144487719330925,10.818396852336774,10.847299134444725,11.008605489810616,10.435854857003026,,,,,,,,,,,,,,,,,,,,,
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.666774989284477,10.53976459079567,10.765657156148098,10.456197795434008,10.3127097282737,,,,,,,,,,,,,,,,,,,,
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.232230047146615,10.52270882248558,10.47654073386499,10.367530911792972,10.280936351150782,,,,,,,,,,,,,,,,,,,
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.036812155160543,10.517226610726954,10.477173278831517,10.478036156691415,10.570131454481011,,,,,,,,,,,,,,,,,,
2023-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.534663415096368,10.524162864705177,10.562507501923116,10.567180992488026,10.876324489851665,,,,,,,,,,,,,,,,,
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58681564587006,10.67513596223205,10.563247043164049,10.624870553327286,10.688725994894751,,,,,,,,,,,,,,,,
2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.773685865002367,10.559804837505567,10.404848358868453,10.486441837819577,10.604782067893396,,,,,,,,,,,,,,,
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.556362631847087,10.184826164409621,10.284157680744402,10.382839831274643,10.004381781571718,,,,,,,,,,,,,,
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.964803969950788,10.081873523669225,10.16089759465589,10.03432099624287,9.724524536204893,,,,,,,,,,,,,
2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87958936659405,9.938955358037134,10.064260210914023,9.898221234775614,10.166942915222116,,,,,,,,,,,,
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71701312141838,10.094199425585176,10.071917933346336,10.132612466602737,10.128568608666662,,,,,,,,,,,
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.124138640256328,10.245614631917057,10.09828201798336,10.13406069023321,10.294565492028651,,,,,,,,,,
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.419311330487778,10.063951569363981,10.13955277179976,10.271128034316948,10.158416653816698,,,,,,,,,
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.995290672125224,10.150536934932859,10.224253118893545,10.20638274609505,10.1654877441446,,,,,,,,
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.156029016499408,10.200815661181844,10.230365792234227,10.106891413705052,10.260998751544285,,,,,,,
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.177378203470141,10.254348838373403,10.048295083265504,10.260139801788222,10.140214613176164,,,,,,
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27833188451258,9.989698752825955,10.259280852032159,10.221006770160383,10.283746959606805,,,,,
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9227315180379,10.258299195168087,10.313340663856632,10.199103630226793,10.09400941729815,,,,
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.257562952520033,10.382591084128817,10.135621133191782,10.103876424567138,10.572301716088306,,,
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.463383241113036,10.06155821998427,10.115387933047627,10.41361770629897,10.1795503804304,,
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98749530677676,10.126899441528113,10.254933696509633,10.134627876232354,9.728915371967357,
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.138410950008602,10.096249686720297,10.089705372034308,9.900126276982927,10.234047241414322
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.937565676930962,10.044782867836261,10.071337181998498,10.195073553731024
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999860363638216,10.242548087014068,10.156099866047729
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.413758992029639,10.117126178364432
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.078152490681134
