sample_collect_date,2022-09-19,2022-09-21,2022-09-26,2022-09-28,2022-10-03,2022-10-05,2022-10-10,2022-10-12,2022-10-17,2022-10-19,2022-10-24,2022-10-26,2022-10-31,2022-11-02,2022-11-07,2022-11-09,2022-11-14,2022-11-16,2022-11-28,2022-11-30,2022-12-05,2022-12-07,2022-12-12,2022-12-14,2022-12-26,2022-12-28,2023-01-02,2023-01-04,2023-01-09,2023-01-11,2023-01-16,2023-01-18,2023-01-23,2023-01-25,2023-01-30,2023-02-01,2023-02-06,2023-02-08,2023-02-13,2023-02-15,2023-02-20,2023-02-22,2023-02-27,2023-03-01,2023-03-06,2023-03-08,2023-03-13,2023-03-15,2023-03-20,2023-03-22,2023-03-27,2023-03-29,2023-04-03,2023-04-05,2023-04-10,2023-04-12,2023-04-17,2023-04-19,2023-04-24,2023-04-26,2023-05-01,2023-05-03,2023-05-08,2023-05-10,2023-05-15,2023-05-17,2023-05-22,2023-05-24,2023-05-29,2023-05-31,2023-06-05,2023-06-07,2023-06-12,2023-06-14,2023-06-19,2023-06-21,2023-06-26,2023-06-28,2023-07-10,2023-07-12,2023-07-17,2023-07-19,2023-07-24,2023-07-26,2023-07-31,2023-08-02,2023-08-07,2023-08-09,2023-08-14,2023-08-16,2023-08-21,2023-08-23,2023-08-28,2023-08-30
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.512443192449915,12.51247453968639,12.487055742129765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.439845708113674,12.429449478540729,12.430873898036861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.406406973105115,12.417597980703746,12.405980277731333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.384408187370957,12.344952194020282,12.367650251444292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.320540960535862,12.3207025984782,12.290681988412526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.203333466062965,12.200947708121175,12.175805015422547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.165053996004634,12.20843952852659,12.167099475233577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.290025811286695,12.26785481266172,12.296059017683227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.308156947632977,12.294044617612025,12.291369211139722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.28900861743402,12.258777494811259,12.26749138251012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.245740808279873,12.256684690440556,12.217453416209358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.229667960266646,12.254311844807964,12.255229650376332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.269055216247406,12.25773885983016,12.275107392614851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26401188346473,12.273183394104755,12.275102733923223,,,,,,,,,,,,,,,,,,,,,,,,,,,
