sample_collect_date,viral_load,log_viral_load,log_viral_load_smooth,slope,pct_daily_change,sewershed,slope_smooth,pct_daily_change_smooth
2021-09-13,478000000000.0,11.679427896612118,,,,Moores Creek,,
2021-09-20,1270000000000.0,12.103803720955957,,,,Moores Creek,,
2021-09-27,395000000000.0,11.59659709562646,,-0.005522053399043851,-1.263450377612274,Moores Creek,,
2021-10-04,1000000000000.0,12.0,,-0.006920248063730483,-1.5808178157327823,Moores Creek,,
2021-10-11,452000000000.0,11.655138434811382,,0.003902755945661459,0.9026926826504411,Moores Creek,,
2021-10-18,171000000000.0,11.232996110392154,,-0.051133592640523064,-11.107236583019242,Moores Creek,,
2021-10-25,447000000000.0,11.650307523131936,11.702610111647147,-0.000322060778629781,-0.07412974510935255,Moores Creek,,
2021-11-01,129000000000.0,11.11058971029925,11.621347513602453,-0.008160426672860292,-1.8614643834225952,Moores Creek,,
2021-11-08,57200000000.0,10.757396028793025,11.429003557579177,-0.0595274329559274,-12.808817625844405,Moores Creek,-0.01824043693786462,-4.113037110423424
2021-11-15,1270000000000.0,12.103803720955957,11.501461646911961,0.06621426737711383,16.47005146572782,Moores Creek,-0.007992391112699455,-1.8234856496921026
2021-11-22,553000000000.0,11.742725131304699,11.464708094241203,0.0656886068341116,16.329163943387837,Moores Creek,0.002380302444135059,0.5495896255304888
2021-11-29,1850000000000.0,12.267171728403014,11.55214142189715,0.010891200496470433,2.539501199538008,Moores Creek,0.0033786516656792998,0.7809972931220877
2021-12-06,1130000000000.0,12.05307844348342,11.669296040910188,0.020690220811914746,4.879406438030509,Moores Creek,0.013639196444599004,3.190376362913061
2021-12-13,1210000000000.0,12.08278537031645,11.731078590507975,-0.012292423872437534,-2.79075364777025,Moores Creek,0.011929144574054954,2.7848590282947283
2021-12-20,2530000000000.0,12.403120521175818,11.915725849204629,0.023336138512826565,5.520329459987261,Moores Creek,0.016428653886296017,3.8552974407890517
2021-12-27,5600000000000.0,12.7481880270062,12.200124706092224,0.044360177112649994,10.75419303062759,Moores Creek,0.031269741038949896,7.465667618383676
2022-01-03,10200000000000.0,13.008600171761918,12.329381341921646,0.0403653100390733,9.740089496004046,Moores Creek,0.02757703284780118,6.555784989650615
2022-01-10,9560000000000.0,12.9804578922761,12.506200307774703,0.015484657684659927,3.6297994499027597,Moores Creek,0.020405040112165315,4.810559685869609
2022-01-17,5200000000000.0,12.7160033436348,12.570319109950672,-0.019506455208474566,-4.3921515917827,Moores Creek,0.016062517868601727,3.767778159809221
2022-01-24,2040000000000.0,12.3096301674259,12.606969356228168,-0.04472184832334669,-9.785125006567142,Moores Creek,0.006717936563564327,1.5588878975367315
2022-01-31,2360000000000.0,12.372912002970107,12.648416018035833,-0.02287275604431282,-5.13036188282393,Moores Creek,0.005206460539010749,1.2060466336163422
2022-02-07,2320000000000.0,12.3654879848909,12.643039941423703,0.0037238544976666787,0.8611358104542166,Moores Creek,0.0024047056797023457,0.5552397186440405
2022-02-14,524000000000.0,11.719331286983726,12.49606040713478,-0.04357204773242541,-9.54596343695745,Moores Creek,-0.010157040726736948,-2.3116083786658526
2022-02-21,1310000000000.0,12.117271295655764,12.368727710548187,-0.01654777928234239,-3.7385895674077574,Moores Creek,-0.018287482058367742,-4.123423540810944
2022-02-28,438000000000.0,11.641474110504099,12.17744431315219,-0.005190478431975147,-1.1880382543883128,Moores Creek,-0.02124107293217262,-4.773257773115658
2022-03-07,234000000000.0,11.369215857410143,11.985046100834381,-0.04987036254970801,-10.84829826272492,Moores Creek,-0.02557877398092039,-5.719641334191284
2022-03-14,381000000000.0,11.58092497567562,11.88094535915577,-0.0040366089885652675,-0.9251574074334634,Moores Creek,-0.019766596933094623,-4.449403396889839
2022-03-21,235000000000.0,11.371067862271737,11.737824767627432,0.00012346699077288767,0.02843336675870667,Moores Creek,-0.01648142221379665,-3.7238803935799147
2022-03-28,391000000000.0,11.592176757395867,11.62735173512814,0.0007501187813498215,0.17287048142757833,Moores Creek,-0.016906241601842,-3.81800999139732
2022-04-04,922000000000.0,11.96473092105363,11.662408825709553,0.03957753725212617,9.541210853820669,Moores Creek,-0.005027729461191891,-1.1510021893497147
2022-04-11,1270000000000.0,12.103803720955957,11.660484886466723,0.03410846423733934,8.170407114106371,Moores Creek,0.0022088767559054643,0.5099082989243664
2022-04-18,2140000000000.0,12.330413773349191,11.758904838301735,0.024378856819704118,5.773982627015073,Moores Creek,0.006433067506145444,1.4922936866475167
2022-04-25,582000000000.0,11.764922984649889,11.815434427907414,-0.02259204908707121,-5.069022914057941,Moores Creek,0.010329969429379441,2.4070768015156396
2022-05-02,970000000000.0,11.986771734266245,11.873412536277502,-0.022909469272196385,-5.1383813801366145,Moores Creek,0.007633846531717836,1.77329760602154
2022-05-09,1660000000000.0,12.220108088040055,11.994703997101547,0.030345673559344397,7.237251280453139,Moores Creek,0.011951304612942219,2.790103798098764
2022-05-16,700000000000.0,11.845098040014257,12.030835608904173,-0.009444912950132552,-2.1512939224265337,Moores Creek,0.010494871508444702,2.4459682611535527
2022-05-23,1330000000000.0,12.123851640967086,12.053567140320382,-0.006417096471531281,-1.4667282591934505,Moores Creek,0.003924209547922312,0.9076772721267723
2022-05-30,1380000000000.0,12.139879086401237,12.058720763955423,0.019652069759131998,4.628998849390387,Moores Creek,0.0018590103367499703,0.4289704041452236
2022-06-06,3260000000000.0,12.51321760006794,12.084835596343813,0.025957730606723572,6.159222859322111,Moores Creek,0.0020845637348954208,0.48114232840203996
2022-06-13,648000000000.0,11.811575005870594,12.091500170803915,-0.02188693870204285,-4.914770008384983,Moores Creek,0.0021852937898994896,0.5044505795789522
2022-06-20,438000000000.0,11.641474110504099,12.042171938837894,-0.05811623263758937,-12.525037019232643,Moores Creek,-0.002844243833727944,-0.6527714748539415
2022-06-27,2480000000000.0,12.394451680826217,12.067078166378776,0.03885844499704151,9.359985756901379,Moores Creek,-0.001628133628342591,-0.37418978088243904
2022-07-04,5190000000000.0,12.715167357848458,12.191373783212233,0.07157954982295725,17.917849386707395,Moores Creek,0.009946789624955935,2.316762465424582
2022-07-11,1290000000000.0,12.11058971029925,12.189479221688257,-0.018924131368464478,-4.263869805654064,Moores Creek,0.008160070353965428,1.896688519248979
