sample_collect_date,viral_load,log_viral_load,log_viral_load_smooth,slope,pct_daily_change,sewershed,slope_smooth,pct_daily_change_smooth
2022-06-13,191000000000.0,11.281033367247728,,,,Wytheville,,
2022-06-20,59800000000.0,10.776701183988411,,,,Wytheville,,
2022-06-27,143000000000.0,11.155336037465062,,,,Wytheville,,
2022-07-04,93800000000.0,10.972202838379065,,,,Wytheville,,
2022-07-12,213000000000.0,11.328379603438737,,0.00420542461176853,0.9730383332388737,Wytheville,,
2022-07-18,8330000000.0,9.920645001406788,,-0.01965415718530168,-4.4246619453344405,Wytheville,,
2022-07-25,182000000000.0,11.260071387985075,10.956338488558695,-0.010807099247605234,-2.4577204557465038,Wytheville,,
2022-08-01,209000000000.0,11.320146286111054,10.961926048396311,0.009641283667070021,2.244812694022058,Wytheville,,
2022-08-08,144000000000.0,11.15836249209525,11.016449092411575,0.016141842993773508,3.786733371362061,Wytheville,,
2022-08-15,422000000000.0,11.625312450961674,11.083588580053947,0.04562242763061997,11.076561607136192,Wytheville,,
2022-08-22,360000000000.0,11.556302500767288,11.167031388966551,0.012381081247104086,2.8918749522402143,Wytheville,0.007490321827218595,1.7396693429484245
2022-08-29,188000000000.0,11.27415784926368,11.1592854240844,0.004220181172100576,0.9764692772376682,Wytheville,0.007521393764567622,1.7469486473217666
