sample_collect_date,viral_load,log_viral_load,log_viral_load_smooth,slope,pct_daily_change,sewershed,slope_smooth,pct_daily_change_smooth
2021-09-13,258000000000.0,11.411619705963231,,,,Coeburn Norton Wise,,
2021-09-20,221000000000.0,11.344392273685111,,,,Coeburn Norton Wise,,
2021-09-26,454000000000.0,11.657055852857104,,,,Coeburn Norton Wise,,
2021-10-04,153000000000.0,11.1846914308176,,,,Coeburn Norton Wise,,
2021-10-11,72200000000.0,10.858537197569639,,-0.018151365272132798,-4.093369148334103,Coeburn Norton Wise,,
2021-10-18,78200000000.0,10.893206753059848,,-0.023670678504064752,-5.304504361675377,Coeburn Norton Wise,,
2021-10-25,210000000000.0,11.32221929473392,11.238817501240922,-0.0134193350582929,-3.042666091471935,Coeburn Norton Wise,,
2021-11-01,439000000000.0,11.642464520242122,11.271795331852193,0.01902383828983896,4.4777565164468625,Coeburn Norton Wise,,
2021-11-08,303000000000.0,11.481442628502306,11.291373953968934,0.027518187986863517,6.5413481597232925,Coeburn Norton Wise,,
2021-11-15,510000000000.0,11.707570176097937,11.298590285860483,0.024661381790959475,5.8428149862156165,Coeburn Norton Wise,,
2021-11-22,243000000000.0,11.385606273598313,11.327292406257728,0.0026466153597875883,0.6112663617391378,Coeburn Norton Wise,0.002810272607474512,0.6491873265470849
2021-11-29,538000000000.0,11.730782275666389,11.451898845985836,0.0011144711164764109,0.25694599979544375,Coeburn Norton Wise,0.005463799731807998,1.2660335806452983
2021-12-06,350000000000.0,11.544068044350276,11.544879030455897,0.002047764569164005,0.4726285993259971,Coeburn Norton Wise,0.00910784431861075,2.1193035615549416
2021-12-13,81000000000.0,10.90848501887865,11.485774133905144,-0.01985804887843601,-4.469521930120579,Coeburn Norton Wise,0.008164887176379186,1.8978186763093818
2021-12-20,473000000000.0,11.67486114073781,11.490402222547386,-0.0033625865173619986,-0.7712744549839945,Coeburn Norton Wise,0.004966826489636219,1.150218788582924
2021-12-27,346000000000.0,11.539076098792776,11.498635575446025,-0.0034844035497888543,-0.7991036222161019,Coeburn Norton Wise,0.0005378848415429885,0.12392929074740433
2022-01-03,222000000000.0,11.346352974450639,11.44703311806784,0.0032435991739979495,0.7496623134656044,Coeburn Norton Wise,-0.002521798389451489,-0.5789829339166386
2022-01-10,216000000000.0,11.334453751150932,11.439725614861072,0.007219714458722615,1.6762954578801281,Coeburn Norton Wise,-0.0018684985181750737,-0.42931348699078997
2022-01-17,369000000000.0,11.56702636615906,11.416331913502882,-0.00579712961102542,-1.325968962559032,Coeburn Norton Wise,-0.0028558700506753354,-0.6554309997153118
2022-01-24,59800000000.0,10.776701183988411,11.306708076308329,-0.01798726121241807,-4.057122679540914,Coeburn Norton Wise,-0.005718016590901355,-1.307992423606641
2022-01-31,926000000000.0,11.966610986681934,11.457868928851655,0.009417426997242325,2.1921242846644207,Coeburn Norton Wise,-0.0015358057515187967,-0.35300780016034317
2022-02-07,759000000000.0,11.880241775895481,11.487209019588464,0.020567733379475487,4.849830658623255,Coeburn Norton Wise,0.0018828113766008268,0.434474456181011
2022-02-14,406000000000.0,11.608526033577194,11.497130438843381,0.016366067955080485,3.840331991196022,Coeburn Norton Wise,0.004718593020153581,1.0924199992490058
2022-02-21,200000000000.0,11.301029995663981,11.490655727588145,0.009525140279260703,2.217473016234739,Coeburn Norton Wise,0.005615956035191161,1.301518638480581
2022-02-28,83000000000.0,10.919078092376074,11.431316347763163,-0.0368865871564582,-8.142755632584041,Coeburn Norton Wise,-0.0006849441955490171,-0.15758992588629228
2022-03-07,603000000000.0,11.780317312140152,11.461786482903321,-0.012266163706369375,-2.7848755898221222,Coeburn Norton Wise,-0.0016090919234552177,-0.3698215769444957
2022-03-14,25200000000.0,10.401400540781545,11.408172105302341,-0.02668915405676039,-5.960384242845951,Coeburn Norton Wise,-0.0028522194726469607,-0.6545959289506964
2022-03-21,23100000000.0,10.363611979892145,11.179172247189515,-0.03300018735363032,-7.317057645279668,Coeburn Norton Wise,-0.008911878665628715,-2.0311249178533886
2022-03-28,23100000000.0,10.363611979892145,10.962510847760466,-0.03486396630642572,-7.713955131408867,Coeburn Norton Wise,-0.016830692906471708,-3.8012769767575616
2022-04-04,166000000000.0,11.220108088040055,10.907022569826589,-0.015975269090890913,-3.611608954769674,Coeburn Norton Wise,-0.021450883913039124,-4.819251428683913
2022-04-11,26600000000.0,10.424881636631067,10.781858518536172,0.012461493790992458,2.9109278386503235,Coeburn Norton Wise,-0.021031404839934646,-4.727273238285323
2022-04-18,72600000000.0,10.860936620700095,10.773552594011033,0.014564399149721664,3.4104431295282733,Coeburn Norton Wise,-0.013681263939051818,-3.101124741618244
2022-04-25,44300000000.0,10.64640372622307,10.61156493888002,0.0028470624182329865,0.6577138484150646,Coeburn Norton Wise,-0.011522231635537212,-2.6182065913841424
2022-05-02,103000000000.0,11.012837224705173,10.698913036583397,-0.0026623398217622426,-0.6111512255058571,Coeburn Norton Wise,-0.008089829601965987,-1.8455101021857545
