Sewershed,Attribute,case_frac_tot,hosp_frac_tot,VA Health Region,Viral_Load
HL Mooney,2022-10-02,80.725349696,48.41574880892341,Northern,2083956962911.0605
HL Mooney,2022-10-23,148.72534969599997,48.3007543484617,Northern,2397198619906.5264
HL Mooney,2022-10-30,128.53074368,108.26537024088458,Northern,4080001086374.6934
HL Mooney,2022-11-06,212.477669312,148.12383779200002,Northern,1573646439317.9697
HL Mooney,2022-11-13,116.477669312,148.15922070576914,Northern,1730684489277.6233
HL Mooney,2022-11-20,140.451132128,20.389211626692564,Northern,3723433009586.7646
HL Mooney,2022-11-27,124.60150950399999,28.344983387577134,Northern,6176118933519.828
HL Mooney,2022-12-04,300.88457279999994,84.62804668534628,Northern,5329223874915.077
HL Mooney,2022-12-11,172.93764716799998,52.84034256176915,Northern,8882190892545.348
HL Mooney,2022-12-18,352.91110998399995,80.66342799911544,Northern,8889865474242.238
HL Mooney,2022-12-25,432.97303007999994,84.97303007911542,Northern,18100035383246.83
HL Mooney,2023-01-01,484.93764716799996,120.49536116799997,Northern,10985624467189.688
HL Mooney,2023-01-08,353.08802454399995,233.9991321350766,Northern,7394588708375.0205
Little Falls Run,2021-09-12,165.0,183.0,Northern,594236307106.7625
Little Falls Run,2021-09-19,133.0,237.0,Northern,1012053498206.625
Little Falls Run,2021-09-26,156.0,210.0,Northern,332643060167.5
Little Falls Run,2021-10-03,153.0,192.0,Northern,449044472402.5
Little Falls Run,2021-10-10,103.0,180.0,Northern,324504424840.5
Little Falls Run,2021-10-17,114.0,135.0,Northern,901401180112.5
Little Falls Run,2021-10-24,77.0,117.0,Northern,1153770798073.3198
Little Falls Run,2021-10-31,80.0,120.0,Northern,111026127507.4
Little Falls Run,2021-11-07,84.0,32.000000199999995,Northern,315608707157.5
Little Falls Run,2021-11-14,78.0,108.0,Northern,404281978104.0
Little Falls Run,2021-11-21,72.0,37.399999699999995,Northern,1010704945260.0
Little Falls Run,2021-11-28,46.0,123.0,Northern,2895082929344.0
Little Falls Run,2021-12-05,113.0,162.0,Northern,1671024605339.64
Little Falls Run,2021-12-12,204.0,183.0,Northern,1977309843283.0
Little Falls Run,2021-12-19,183.0,189.0,Northern,3383488113434.94
Little Falls Run,2021-12-26,367.0,324.0,Northern,5620126675695.111
Little Falls Run,2022-01-09,883.0,600.0,Northern,5064687905639.22
Little Falls Run,2022-01-16,525.0,537.0,Northern,3767598767786.8535
Little Falls Run,2022-01-23,456.0,492.0,Northern,774095510704.032
Little Falls Run,2022-01-30,283.0,363.0000001,Northern,1539163893155.121
Little Falls Run,2022-02-06,161.0,255.0000004,Northern,661917141704.9178
Little Falls Run,2022-02-13,89.0,140.9999999,Northern,485138373724.8
Little Falls Run,2022-02-20,60.0,64.0,Northern,545099296320.0
Little Falls Run,2022-02-27,36.0,27.0000001,Northern,141459276736.24075
Little Falls Run,2022-03-06,17.0,21.0,Northern,106180800429.0
Little Falls Run,2022-03-13,14.0,12.000000199999999,Northern,232531344200.66782
Little Falls Run,2022-03-20,11.0,25.999998899999998,Northern,60960447705.30895
Little Falls Run,2022-03-27,9.0,27.9999993,Northern,77790439203.70679
Little Falls Run,2022-04-03,9.0,27.9999993,Northern,236186775350.025
Little Falls Run,2022-04-10,12.0,17.9999987,Northern,359472276881.54456
Little Falls Run,2022-04-17,34.0,28.0,Northern,404387538096.8971
Little Falls Run,2022-04-24,29.0,32.0,Northern,157540517948.50757
Little Falls Run,2022-05-01,48.0,11.0,Northern,455247371171.0908
Little Falls Run,2022-05-08,89.0,13.9999993,Northern,2908770978340.48
Little Falls Run,2022-05-15,107.0,13.9999993,Northern,1287092806631.3428
Little Falls Run,2022-05-22,122.0,25.000000200000002,Northern,731373353354.9519
Little Falls Run,2022-05-29,124.0,16.9999991,Northern,1879524329099.684
Little Falls Run,2022-06-05,108.0,27.0000003,Northern,1310949044543.658
Little Falls Run,2022-06-19,72.0,18.9999992,Northern,1309334187878.3098
Little Falls Run,2022-06-26,89.0,26.0000006,Northern,606295777320.192
Little Falls Run,2022-07-03,103.0,32.0000002,Northern,1230661899146.3342
Little Falls Run,2022-07-10,122.0,27.0000003,Northern,334991737833.4599
Little Falls Run,2022-07-17,105.0,29.000000399999998,Northern,783080980500.3358
Little Falls Run,2022-07-24,119.0,36.99999939999999,Northern,2245978251963.7896
Little Falls Run,2022-07-31,121.0,40.999998899999994,Northern,1379690135127.2734
Little Falls Run,2022-08-07,91.0,25.000000200000002,Northern,1013934166487.1646
Little Falls Run,2022-08-14,78.0,44.000000099999994,Northern,1055301506033.1235
Little Falls Run,2022-08-21,130.0,38.999999499999994,Northern,899355857775.7657
Little Falls Run,2022-08-28,82.0,36.99999939999999,Northern,751735046601.0776
Little Falls Run,2022-09-04,49.0,38.999999499999994,Northern,733255365456.6733
Little Falls Run,2022-09-11,46.0,36.99999939999999,Northern,332153937647.8768
Little Falls Run,2022-09-18,41.0,29.000000399999998,Northern,189197894898.52982
Little Falls Run,2022-09-25,29.0,26.0000006,Northern,279423208333.65344
Little Falls Run,2022-10-02,16.0,27.0000003,Northern,234968203034.04285
Little Falls Run,2022-10-23,24.0,16.9999991,Northern,370689268688.27606
Little Falls Run,2022-10-30,24.0,31.0000005,Northern,160110653559.8328
Little Falls Run,2022-11-06,23.0,16.9999991,Northern,230901506768.2005
Little Falls Run,2022-11-13,17.0,18.9999992,Northern,278578506943.8877
Little Falls Run,2022-11-27,29.0,23.0000001,Northern,791547943518.0741
Little Falls Run,2022-12-04,43.0,27.0000003,Northern,406339727947.608
Little Falls Run,2022-12-11,49.0,38.999999499999994,Northern,1142323712850.5999
Little Falls Run,2022-12-18,99.0,27.0000003,Northern,2578722363698.757
Little Falls Run,2022-12-25,79.0,44.000000099999994,Northern,4063485858111.7314
Little Falls Run,2023-01-01,99.0,44.000000099999994,Northern,1039658149899.3319
Little Falls Run,2023-01-08,60.0,58.0000008,Northern,1312473656992.171
Lynchburg,2021-09-12,96.0,246.0,Near Southwest,4424616413170.8
Lynchburg,2021-09-19,160.0,267.0,Near Southwest,3867829657980.05
Lynchburg,2021-09-26,118.0,252.0,Near Southwest,1409687346872.0
Lynchburg,2021-10-03,101.0,177.0,Near Southwest,1591292477017.5
Lynchburg,2021-10-10,62.0,147.0,Near Southwest,455738140344.8384
Lynchburg,2021-10-17,79.0,153.00000000000003,Near Southwest,305222324598.8302
Lynchburg,2021-10-24,42.0,108.0,Near Southwest,3362451066008.768
Lynchburg,2021-10-31,14.0,96.0,Near Southwest,229580076296.97922
Lynchburg,2021-11-07,30.0,21.9999997,Near Southwest,279193045833.89996
Lynchburg,2021-11-14,19.0,57.0,Near Southwest,263959731182.2355
Lynchburg,2021-11-21,29.0,25.999999900000002,Near Southwest,1148160817815.3599
Lynchburg,2021-11-28,24.0,126.0,Near Southwest,591754496508.5
Lynchburg,2021-12-05,104.0,156.0,Near Southwest,1795193682547.2
Lynchburg,2021-12-12,125.0,140.99999999999997,Near Southwest,1764486422187.8398
Lynchburg,2021-12-19,66.0,171.0,Near Southwest,959672749138.5216
Lynchburg,2021-12-26,47.0,189.0,Near Southwest,5661911671078.993
Lynchburg,2022-01-02,583.0,279.0,Near Southwest,12657747797964.52
Lynchburg,2022-01-09,327.0,381.0,Near Southwest,11935150174000.154
Lynchburg,2022-01-16,476.0,309.0,Near Southwest,6693303694875.28
Lynchburg,2022-01-23,316.0,408.0,Near Southwest,584590589573.2029
Lynchburg,2022-01-30,217.0,300.00000009999997,Near Southwest,3148144468718.062
Lynchburg,2022-02-06,230.0,221.9999995,Near Southwest,2858226267548.03
Lynchburg,2022-02-13,112.0,147.0,Near Southwest,1306648438220.4
Lynchburg,2022-02-20,77.0,55.999999999999986,Near Southwest,24309914451.16
Lynchburg,2022-02-27,21.0,14.999999899999999,Near Southwest,377930589565.7213
Lynchburg,2022-03-06,54.0,8.999999099999998,Near Southwest,76495601250.23999
Lynchburg,2022-03-13,14.0,5.999999399999998,Near Southwest,167304475885.19904
Lynchburg,2022-03-20,9.0,31.9999994,Near Southwest,53465392190.41507
Lynchburg,2022-03-27,7.0,19.9999991,Near Southwest,37875371297.27175
Lynchburg,2022-04-03,4.0,11.999999599999999,Near Southwest,11732292530.789965
Lynchburg,2022-04-17,13.0,11.999999999999998,Near Southwest,258063958959.3561
Lynchburg,2022-04-24,13.0,19.999999999999996,Near Southwest,326412031246.8896
Lynchburg,2022-05-01,15.0,7.0,Near Southwest,469753264060.7575
Lynchburg,2022-05-08,24.0,15.9999994,Near Southwest,821828523617.8278
Lynchburg,2022-05-15,37.0,14.9999997,Near Southwest,811894145016.4578
Lynchburg,2022-05-22,51.0,29.000000399999998,Near Southwest,3621000141575.7305
Lynchburg,2022-05-29,39.0,24.999999499999998,Near Southwest,2907019453168.2266
Lynchburg,2022-06-05,57.0,32.999999900000006,Near Southwest,2319824681990.1494
Lynchburg,2022-06-12,65.0,31.000000500000002,Near Southwest,87071587514.1464
Lynchburg,2022-06-19,71.0,37.9999998,Near Southwest,2194625124846.191
Lynchburg,2022-06-26,61.0,28.0,Near Southwest,90692530723.12895
Lynchburg,2022-07-03,45.0,30.000000800000002,Near Southwest,4491418518177.076
Lynchburg,2022-07-10,52.0,34.000000299999996,Near Southwest,68155421022.980995
Lynchburg,2022-07-17,117.0,37.9999998,Near Southwest,3264365547342.7344
Lynchburg,2022-07-24,68.0,41.000000299999996,Near Southwest,1702138523401.537
Lynchburg,2022-07-31,82.0,48.9999993,Near Southwest,2100304891682.8044
Lynchburg,2022-08-07,53.0,44.0000001,Near Southwest,47292461239.84648
Lynchburg,2022-08-14,54.0,47.99999960000001,Near Southwest,1575224053701.624
Lynchburg,2022-08-21,69.0,47.99999960000001,Near Southwest,380709415117.7485
Lynchburg,2022-08-28,87.0,43.000000400000005,Near Southwest,2937765199052.072
Lynchburg,2022-09-04,65.0,43.000000400000005,Near Southwest,3056851533643.237
Lynchburg,2022-09-11,79.0,32.999999900000006,Near Southwest,1389442911676.7954
Lynchburg,2022-09-18,29.0,34.000000299999996,Near Southwest,8633229356.518295
Lynchburg,2022-09-25,21.0,31.000000500000002,Near Southwest,745667095491.1968
Lynchburg,2022-10-02,24.0,28.0,Near Southwest,344477971284.281
Lynchburg,2022-10-09,19.0,30.000000800000002,Near Southwest,301952451810.90137
Lynchburg,2022-10-23,40.0,28.0,Near Southwest,286870678572.68445
Lynchburg,2022-10-30,20.0,19.0000006,Near Southwest,15592271471.863003
Lynchburg,2022-11-13,20.0,16.999999799999998,Near Southwest,508193749792.0112
Lynchburg,2022-11-20,18.0,18.0000002,Near Southwest,273788200068.6276
Lynchburg,2022-11-27,36.0,22.9999994,Near Southwest,1287883613476.406
Lynchburg,2022-12-11,36.0,39.9999999,Near Southwest,3008844696722.4053
Lynchburg,2022-12-18,48.0,29.000000399999998,Near Southwest,3554155018014.3643
Lynchburg,2023-01-08,60.0,102.00000019999999,Near Southwest,4415242081082.007
Moores Creek,2021-09-12,109.0,159.0,Northwest,477908237225.0
Moores Creek,2021-09-19,97.0,174.0,Northwest,1269967798072.2
Moores Creek,2021-09-26,81.0,195.0,Northwest,394685959241.69995
Moores Creek,2021-10-03,54.0,135.0,Northwest,1004402234646.2999
Moores Creek,2021-10-10,46.0,147.0,Northwest,451500069024.186
Moores Creek,2021-10-17,69.0,81.0,Northwest,171210389397.62
Moores Creek,2021-10-24,38.0,93.0,Northwest,447151766512.5
Moores Creek,2021-10-31,30.0,78.0,Northwest,128517266156.8926
Moores Creek,2021-11-07,34.0,23.5000003,Northwest,57155932466.22
Moores Creek,2021-11-14,21.0,69.0,Northwest,1268672240890.4949
Moores Creek,2021-11-21,41.0,25.9999999,Northwest,552948726187.0079
Moores Creek,2021-11-28,22.0,75.0,Northwest,1847678416876.8997
Moores Creek,2021-12-05,105.0,117.00000000000001,Northwest,1129930274682.88
Moores Creek,2021-12-12,69.0,105.0,Northwest,1209840317358.68
Moores Creek,2021-12-19,98.0,126.0,Northwest,2530775656719.1562
Moores Creek,2021-12-26,89.0,93.0,Northwest,5601674504273.736
Moores Creek,2022-01-02,433.0,170.99999999999997,Northwest,10233959429988.982
Moores Creek,2022-01-09,373.0,300.0,Northwest,9557684046414.293
Moores Creek,2022-01-16,454.0,354.0,Northwest,5195676360528.92
Moores Creek,2022-01-23,392.0,477.0,Northwest,2039151434158.7397
Moores Creek,2022-01-30,240.0,366.0000005,Northwest,2357103690411.6846
Moores Creek,2022-02-06,160.0,284.9999995,Northwest,2317186825362.08
Moores Creek,2022-02-13,158.0,228.0000003,Northwest,523901747434.356
Moores Creek,2022-02-20,68.0,144.0,Northwest,1308597925287.0999
Moores Creek,2022-02-27,40.0,20.9999993,Northwest,438200837084.524
Moores Creek,2022-03-06,23.0,11.9999995,Northwest,233545711531.825
Moores Creek,2022-03-13,25.0,6.000000099999999,Northwest,381476062262.9636
Moores Creek,2022-03-20,17.0,31.999999400000004,Northwest,235123969757.2416
Moores Creek,2022-03-27,23.0,42.0,Northwest,391465722329.78107
Moores Creek,2022-04-03,25.0,27.999999300000002,Northwest,921820130740.1276
Moores Creek,2022-04-10,23.0,23.9999992,Northwest,1266609266800.0894
Moores Creek,2022-04-17,19.0,8.0,Northwest,2143453629261.9846
Moores Creek,2022-04-24,25.0,26.0,Northwest,581742668568.7317
Moores Creek,2022-05-01,28.0,12.0,Northwest,969689341728.7797
Moores Creek,2022-05-08,47.0,17.9999988,Northwest,1655953177608.1592
Moores Creek,2022-05-15,63.0,14.999999699999998,Northwest,699740458027.0314
Moores Creek,2022-05-22,64.0,30.000000800000002,Northwest,1332727078754.9414
Moores Creek,2022-05-29,71.0,20.999999999999996,Northwest,1376500535805.2102
Moores Creek,2022-06-05,49.0,23.999999799999998,Northwest,3264711574861.873
Moores Creek,2022-06-19,59.0,31.000000500000002,Northwest,438418628480.0392
Moores Creek,2022-06-26,43.0,28.0,Northwest,2476285714061.354
Moores Creek,2022-07-03,79.0,20.999999999999996,Northwest,5191764369878.573
Moores Creek,2022-07-10,65.0,42.0,Northwest,1294181901196.0552
Moores Creek,2022-07-17,61.0,32.999999900000006,Northwest,1478738834597.105
Moores Creek,2022-07-24,78.0,15.999999399999998,Northwest,2419693450607.4824
Moores Creek,2022-07-31,48.0,28.0,Northwest,5368581540198.753
Moores Creek,2022-08-07,45.0,35.999999700000004,Northwest,1096461435296.8328
Moores Creek,2022-08-14,63.0,37.0000001,Northwest,1275405252415.5332
Moores Creek,2022-08-21,45.0,29.000000400000005,Northwest,4166663886229.729
Moores Creek,2022-08-28,45.0,34.000000299999996,Northwest,3655546953620.7217
Moores Creek,2022-09-04,49.0,31.000000500000002,Northwest,2524842486709.8667
Moores Creek,2022-09-11,50.0,13.999999299999999,Northwest,3327846156788.6714
Moores Creek,2022-09-18,25.0,14.999999699999998,Northwest,524775249580.76526
Moores Creek,2022-10-23,10.0,9.9999991,Northwest,1819957933097.8896
Moores Creek,2022-10-30,12.0,11.9999992,Northwest,1002341366380.4675
Moores Creek,2022-11-06,47.0,11.9999992,Northwest,891716019960.4043
Moores Creek,2022-11-13,10.0,9.9999991,Northwest,1074445009093.9146
Moores Creek,2022-11-20,27.0,5.9999989,Northwest,1723038423087.6724
Moores Creek,2022-11-27,14.0,11.9999992,Northwest,2430896611087.382
Moores Creek,2022-12-04,13.0,12.999999599999999,Northwest,4326650548721.3433
Moores Creek,2022-12-11,32.0,15.999999399999998,Northwest,3580553403386.244
Moores Creek,2022-12-18,35.0,15.999999399999998,Northwest,1464727314403.9297
Moores Creek,2022-12-25,16.0,14.999999699999998,Northwest,2921308484738.0522
Moores Creek,2023-01-08,27.0,23.999998400000003,Northwest,1057628839938.6678
Nansemond,2021-09-12,242.778963056,401.898497808,Eastern,1660025618236.3774
Nansemond,2021-09-19,296.177615704,366.33164846399995,Eastern,1988169243326.875
Nansemond,2021-09-26,226.797500088,358.001611224,Eastern,1882296007605.0
Nansemond,2021-10-17,113.328434992,211.02697346400004,Eastern,1810964654375.6252
Nansemond,2021-10-24,122.682967008,171.05585017199996,Eastern,1874111947336.64
Nansemond,2021-10-31,61.285093348000004,171.469242144,Eastern,2151628055752.0
Nansemond,2021-11-07,48.814585308000005,44.60190496903505,Eastern,1846452889813.125
Nansemond,2021-11-14,50.961270512,70.18942488,Eastern,1310452777059.3
Nansemond,2021-11-28,45.66180077200001,128.590246392,Eastern,3120125659665.0
Nansemond,2021-12-05,119.99217445600001,224.099625588,Eastern,4782867784030.0
Nansemond,2021-12-12,165.907863648,191.321724828,Eastern,4334201852805.5
Nansemond,2021-12-19,189.76585258800003,247.273372704,Eastern,3408184518428.838
Nansemond,2021-12-26,399.70556736400005,278.482688964,Eastern,69100316168050.4
Nansemond,2022-01-02,1467.9787011160001,665.0872764119999,Eastern,12419718303121.12
Nansemond,2022-01-09,1566.9069875240002,897.075237096,Eastern,17488674800673.232
Nansemond,2022-01-16,2240.5007485280003,727.929180384,Eastern,11612615980282.908
Nansemond,2022-01-23,623.6862690759999,723.139824636,Eastern,10543174314597.36
Nansemond,2022-01-30,452.90789032400005,652.1080539378352,Eastern,5764511252410.23
Nansemond,2022-02-06,197.82029518000002,473.408779956,Eastern,2965113047274.0
Nansemond,2022-02-13,111.619202764,243.46509901730286,Eastern,846266657536.7999
Nansemond,2022-02-20,83.124757684,115.138656032,Eastern,378503323882.19995
Nansemond,2022-02-27,27.891822992,10.623478665057974,Eastern,206696353588.052
Nansemond,2022-03-06,20.369218244000002,5.311738712826075,Eastern,200579506692.75
Nansemond,2022-03-13,13.323707764000002,5.311738712826075,Eastern,304489426292.33966
Nansemond,2022-03-20,15.057479,22.12752764768237,Eastern,210474919450.84787
Nansemond,2022-03-27,18.09700522,26.573798552936374,Eastern,676818022440.4155
Nansemond,2022-04-03,22.066180968,15.069747482943546,Eastern,1771598358258.4568
Nansemond,2022-04-10,19.3904907,22.12752764768237,Eastern,479425946028.779
Nansemond,2022-04-17,25.292582527999997,30.114958,Eastern,1843280014440.3057
Nansemond,2022-04-24,45.04690918,30.114958,Eastern,954995728092.3308
Nansemond,2022-05-01,51.04998982000001,16.828058748,Eastern,1297796380530.5178
Nansemond,2022-05-08,93.206961604,24.350661465212927,Eastern,1361975259714.524
Nansemond,2022-05-15,131.47168544800002,31.873267982849008,Eastern,3008274808505.6274
Nansemond,2022-05-22,122.756584032,41.17872167002445,Eastern,5791323437610.324
Nansemond,2022-05-29,160.18273243200002,39.40814245319837,Eastern,2726206246308.75
Nansemond,2022-06-05,163.62621389999998,69.52309948872328,Eastern,5740906295194.859
Nansemond,2022-06-19,141.257066496,57.994509904293835,Eastern,4211440948780.0996
Nansemond,2022-06-26,134.749997804,76.58088105642946,Eastern,2356767090933.76
Nansemond,2022-07-03,168.58307591200003,67.28769408256147,Eastern,1261044942772.1492
Nansemond,2022-07-10,161.488487416,61.98822470158523,Eastern,2062691026776.199
Nansemond,2022-07-17,179.435903812,84.58057923730291,Eastern,2133666267392.3706
Nansemond,2022-07-24,205.55714705600002,73.03972138337147,Eastern,5106792756962.276
Nansemond,2022-07-31,160.20727144,80.57459461431503,Eastern,1707406955039.576
Nansemond,2022-08-07,167.402848748,77.04570568098202,Eastern,2828016864545.9756
Nansemond,2022-08-14,115.55440278,67.28769408256147,Eastern,948785738301.123
Nansemond,2022-08-28,82.03324982800001,43.414125836780435,Eastern,611708523429.1198
Nansemond,2022-09-04,73.01518197600001,52.69504051472893,Eastern,626027709399.9144
Nansemond,2022-09-11,94.665616196,41.17872167002445,Eastern,600679399716.3237
Nansemond,2022-09-18,115.43547890399999,52.69504051472893,Eastern,345732777514.5037
Nansemond,2022-09-25,74.746120432,35.87925228045955,Eastern,332504956989.5303
Nansemond,2022-10-02,56.248470748,41.17872167002445,Eastern,911920909479.2378
Nansemond,2022-10-23,46.037906228,48.701326956843346,Eastern,2441460379934.7676
Nansemond,2022-10-30,71.20496093599999,35.87925228045955,Eastern,704757608313.7698
Nansemond,2022-11-06,81.027150496,37.637561996966475,Eastern,741676446444.5795
Nansemond,2022-11-13,52.15659996,33.6438484390809,Eastern,595273553845.2592
Nansemond,2022-11-20,38.102387512,33.6438484390809,Eastern,1056020266299.7925
Nansemond,2022-11-27,43.340509732,33.6438484390809,Eastern,2294172259894.977
Nansemond,2022-12-04,87.78244204800001,45.172436784104534,Eastern,3383911322471.944
Nansemond,2022-12-11,67.703442732,52.69504051472893,Eastern,4819048560552.651
Nansemond,2022-12-18,123.698503064,73.03972138337147,Eastern,2985702204778.3623
Nansemond,2022-12-25,143.642537836,74.81030060019756,Eastern,8916735424826.094
Nansemond,2023-01-01,159.592857852,118.22442735100645,Eastern,5033145267359.309
Nansemond,2023-01-08,139.05847049599998,194.80530717661873,Eastern,1382775288029.95
North River,2021-09-12,235.0,342.0,Northwest,1479149653035.0
North River,2021-09-19,188.0,378.0,Northwest,382468542721.75
North River,2021-09-26,104.0,336.0,Northwest,732713767666.25
North River,2021-10-03,125.0,291.0,Northwest,529957649200.0
North River,2021-10-10,60.0,255.0,Northwest,311153277492.44
North River,2021-10-17,117.0,243.0,Northwest,351570497608.6779
North River,2021-10-24,72.0,141.0,Northwest,265769975662.02
North River,2021-10-31,45.0,135.0,Northwest,369267676221.35596
North River,2021-11-07,60.0,40.9999996,Northwest,168261553621.0
North River,2021-11-14,35.0,90.0,Northwest,68455386629.52
North River,2021-11-21,59.0,35.4000003,Northwest,315608707157.5
North River,2021-11-28,40.0,108.0,Northwest,1027069280384.94
North River,2021-12-05,81.0,135.0,Northwest,1003527804525.12
North River,2021-12-12,149.0,219.0,Northwest,3183529792815.2876
North River,2021-12-19,89.0,213.0,Northwest,1774346662792.3838
North River,2021-12-26,61.0,219.0,Northwest,2251850618039.28
North River,2022-01-02,528.0,402.0,Northwest,1915657815954.0098
North River,2022-01-09,551.0,477.0,Northwest,7147702723090.473
North River,2022-01-16,673.0,405.0,Northwest,7167114314698.313
North River,2022-01-23,511.0,504.0,Northwest,2393242334638.777
North River,2022-01-30,332.0,333.0000003,Northwest,980446749246.4542
North River,2022-02-06,233.0,266.9999992,Northwest,158386360639.925
North River,2022-02-13,109.0,228.00000029999998,Northwest,804475711485.6
North River,2022-02-20,81.0,132.0,Northwest,28106682466.5
North River,2022-02-27,35.0,38.99999890000001,Northwest,114700883183.8941
North River,2022-03-06,34.0,20.999999999999996,Northwest,134419972307.79999
North River,2022-03-13,18.0,14.999999899999999,Northwest,58967799941.30516
North River,2022-03-20,12.0,27.9999993,Northwest,179461176065.779
North River,2022-03-27,9.0,19.9999991,Northwest,35696569360.22408
North River,2022-04-03,10.0,47.99999910000001,Northwest,74897211126.135
North River,2022-04-10,12.0,5.999999099999998,Northwest,185212440193.95688
North River,2022-04-17,14.0,15.999999999999998,Northwest,317995701613.21466
North River,2022-04-24,22.0,18.0,Northwest,82329423316.63377
North River,2022-05-01,23.0,5.999999999999999,Northwest,198555217996.57132
North River,2022-05-08,34.0,19.9999996,Northwest,78577956270.41798
North River,2022-05-15,43.0,27.9999993,Northwest,756130429095.3956
North River,2022-05-22,78.0,22.999999400000004,Northwest,450748664785.85596
North River,2022-05-29,55.0,28.999999,Northwest,561677128669.3319
North River,2022-06-05,79.0,16.999999799999998,Northwest,611710430330.3041
North River,2022-06-19,54.0,23.0000001,Northwest,273460493942.50357
North River,2022-06-26,55.0,28.999999000000003,Northwest,209449105034.468
North River,2022-07-10,68.0,28.999999000000003,Northwest,42861691507.337875
North River,2022-07-17,71.0,27.9999986,Northwest,978005054549.5302
North River,2022-07-24,69.0,35.999998999999995,Northwest,205326761322.75372
North River,2022-07-31,66.0,29.999998700000003,Northwest,805503155521.7511
North River,2022-08-07,67.0,32.999998500000004,Northwest,270856424953.62946
North River,2022-08-14,72.0,53.999999200000005,Northwest,176947686302.68265
North River,2022-08-21,89.0,45.0000005,Northwest,1564617399432.078
North River,2022-08-28,78.0,32.99999989999999,Northwest,1213569132500.804
North River,2022-09-04,65.0,52.9999995,Northwest,1056255337532.2715
North River,2022-09-11,51.0,45.9999981,Northwest,1271123009219.4553
North River,2022-10-02,16.0,23.0000001,Northwest,745333118168.0121
North River,2022-10-09,22.0,15.9999994,Northwest,377498150369.90344
North River,2022-10-23,24.0,12.9999989,Northwest,611883045107.4719
North River,2022-11-06,16.0,28.999999000000003,Northwest,169897572536.26877
North River,2022-11-20,16.0,3.9999995,Northwest,966306106007.6752
North River,2022-11-27,13.0,24.999999500000005,Northwest,816896210426.5116
North River,2022-12-04,5.0,22.9999994,Northwest,744439949406.8033
North River,2022-12-11,13.0,21.999999000000003,Northwest,3021957809428.375
North River,2022-12-18,19.0,30.9999998,Northwest,1542293018631.2932
North River,2022-12-25,23.0,32.999999200000005,Northwest,3083547030686.1533
North River,2023-01-08,29.0,89.99999820000002,Northwest,1154255130154.3357
Northside,2021-09-12,79.93302104,0.0,Near Southwest,185932461475.9248
Northside,2021-09-19,69.94139341,0.0,Near Southwest,80402146207.2
Northside,2021-09-26,53.954789202,0.0,Near Southwest,207062024366.0
Northside,2021-10-03,97.91795077399999,0.0,Near Southwest,59421501416.549995
Northside,2021-10-10,27.976557363999998,0.0,Near Southwest,34373053127.112
Northside,2021-10-17,87.926323144,0.0,Near Southwest,9739523822.8798
Northside,2021-10-24,27.976557363999998,0.0,Near Southwest,25587869468.088
Northside,2021-10-31,37.968184994,0.0,Near Southwest,27954508912.944
Northside,2021-11-07,13.988278681999999,0.0,Near Southwest,17422357717.45
Northside,2021-11-14,15.986604208,0.0,Near Southwest,61985436523.37959
Northside,2021-11-21,31.973208416,0.0,Near Southwest,674350288842.21
Northside,2021-11-28,9.99162763,0.0,Near Southwest,202443821994.4
Northside,2021-12-05,37.968184994,0.0,Near Southwest,138133461263.97998
Northside,2021-12-12,45.961487098,0.0,Near Southwest,58692809648.89999
Northside,2021-12-19,63.946416832,0.0,Near Southwest,1005826155141.4648
Northside,2021-12-26,41.964836045999995,0.0,Near Southwest,1080610144601.2599
Northside,2022-01-02,317.73375863399997,0.0,Near Southwest,2045270351500.1562
Northside,2022-01-09,379.68184994,0.0,Near Southwest,3330412249201.675
Northside,2022-01-16,431.638313616,0.0,Near Southwest,1419554552634.219
Northside,2022-01-23,319.73208416,0.0,Near Southwest,351941657233.70703
Northside,2022-01-30,209.82418023,0.0,Near Southwest,539150637068.154
Northside,2022-02-06,209.82418023,0.0,Near Southwest,212248038504.59998
Northside,2022-02-13,81.931346566,0.0,Near Southwest,170434379982.72
Northside,2022-02-20,25.978231838,0.0,Near Southwest,104589791857.866
Northside,2022-02-27,19.98325526,0.0,Near Southwest,86200697226.15715
Northside,2022-03-06,7.993302104,0.0,Near Southwest,57576113173.79999
Northside,2022-03-13,7.993302104,0.0,Near Southwest,8899055659.107603
Northside,2022-03-20,13.988278681999999,0.0,Near Southwest,6905589867.618153
Northside,2022-03-27,1.998325526,0.0,Near Southwest,0.0
Northside,2022-04-03,3.996651052,0.0,Near Southwest,9216622938.320074
Northside,2022-04-10,3.996651052,0.0,Near Southwest,6046695644.19504
Northside,2022-04-17,9.99162763,0.0,Near Southwest,43197944903.99054
Northside,2022-04-24,33.971533942,0.0,Near Southwest,93485023031.2114
Northside,2022-05-01,35.969859467999996,0.0,Near Southwest,227959796272.17398
Northside,2022-05-08,33.971533942,0.0,Near Southwest,60046510755.5458
Northside,2022-05-15,51.956463676,0.0,Near Southwest,250418561308.99216
Northside,2022-05-22,65.944742358,0.0,Near Southwest,485406948690.59094
Northside,2022-05-29,41.964836045999995,0.0,Near Southwest,465734655773.4624
Northside,2022-06-05,73.938044462,0.0,Near Southwest,124800862433.64197
Northside,2022-06-12,51.956463676,0.0,Near Southwest,51419330184.218994
Northside,2022-06-19,47.959812623999994,0.0,Near Southwest,13804753241.657398
